pol_num,status,issue_date,inc_guar,qual,age,product,gender,wd_age,term_date
1796,Surrender,2014-06-13,FALSE,FALSE,57,a,M,57,2019-10-31
1797,Active,2009-10-01,TRUE,TRUE,68,b,F,72,NA
1798,Active,2019-02-09,TRUE,FALSE,74,a,M,74,NA
1799,Surrender,2010-06-20,TRUE,TRUE,61,c,M,70,2013-08-29
1800,Active,2011-05-01,TRUE,TRUE,51,a,M,72,NA
1801,Active,2016-04-17,FALSE,FALSE,70,b,M,70,NA
1802,Active,2006-04-29,TRUE,TRUE,74,c,F,74,NA
1803,Active,2015-10-30,TRUE,FALSE,62,c,M,62,NA
1804,Surrender,2008-07-25,TRUE,FALSE,56,c,M,79,2011-03-29
1805,Active,2009-02-25,TRUE,TRUE,73,c,M,73,NA
1806,Active,2018-11-10,FALSE,FALSE,55,a,M,80,NA
1807,Active,2019-03-12,TRUE,FALSE,65,c,M,67,NA
1808,Active,2010-04-06,TRUE,FALSE,70,b,F,76,NA
1809,Active,2006-02-09,TRUE,TRUE,76,c,F,76,NA
1810,Active,2011-10-18,TRUE,FALSE,55,a,M,55,NA
1811,Active,2015-10-22,FALSE,TRUE,51,c,F,63,NA
1812,Active,2010-03-10,TRUE,TRUE,79,a,M,79,NA
1813,Surrender,2007-11-27,TRUE,FALSE,63,a,F,73,2014-01-17
1814,Surrender,2008-05-22,TRUE,FALSE,68,c,F,68,2014-11-09
1815,Active,2011-08-26,FALSE,FALSE,62,a,F,77,NA
1816,Active,2012-05-09,TRUE,TRUE,72,c,M,72,NA
1817,Active,2009-06-02,FALSE,FALSE,50,b,M,78,NA
1818,Active,2012-04-19,TRUE,TRUE,48,c,M,79,NA
1819,Active,2009-06-09,TRUE,TRUE,65,c,F,75,NA
1820,Active,2018-08-08,TRUE,FALSE,70,a,F,70,NA
1821,Active,2019-02-18,TRUE,TRUE,80,a,F,80,NA
1822,Surrender,2012-02-03,FALSE,FALSE,78,b,M,78,2013-06-03
1823,Active,2017-03-03,FALSE,TRUE,65,a,F,65,NA
1824,Surrender,2005-03-10,FALSE,TRUE,64,c,M,65,2016-05-03
1825,Active,2010-03-12,TRUE,FALSE,70,c,M,77,NA
1826,Surrender,2005-12-11,FALSE,TRUE,71,b,F,71,2018-04-03
1827,Active,2018-12-30,TRUE,TRUE,69,b,F,69,NA
1828,Death,2005-02-28,FALSE,TRUE,63,c,M,77,2015-10-24
1829,Surrender,2008-05-25,FALSE,FALSE,68,c,F,68,2020-03-22
1830,Active,2007-12-20,TRUE,TRUE,71,b,F,71,NA
1831,Death,2006-01-16,TRUE,FALSE,79,b,F,80,2015-02-18
1832,Surrender,2011-03-01,TRUE,TRUE,66,a,M,77,2017-08-19
1833,Death,2005-01-30,FALSE,FALSE,78,c,M,78,2006-12-15
1834,Active,2015-07-05,FALSE,TRUE,79,b,F,79,NA
1835,Active,2018-06-06,TRUE,FALSE,62,c,F,77,NA
1836,Active,2014-10-20,FALSE,TRUE,64,c,M,65,NA
1837,Death,2009-08-24,TRUE,TRUE,61,c,M,77,2017-01-02
1838,Surrender,2014-10-20,FALSE,TRUE,59,c,F,70,2016-06-08
1839,Active,2019-04-12,TRUE,TRUE,55,b,F,58,NA
1840,Active,2007-08-27,TRUE,TRUE,62,c,M,67,NA
1841,Active,2013-08-29,TRUE,TRUE,66,c,M,66,NA
1842,Active,2011-06-26,TRUE,TRUE,45,c,F,62,NA
1843,Active,2012-08-11,TRUE,TRUE,68,b,F,68,NA
1844,Active,2007-01-07,TRUE,FALSE,60,b,F,80,NA
1845,Active,2011-06-11,TRUE,TRUE,72,c,M,72,NA
1846,Active,2018-01-18,TRUE,TRUE,63,c,M,63,NA
1847,Active,2009-12-12,TRUE,FALSE,57,c,M,65,NA
1848,Active,2015-03-22,TRUE,FALSE,72,a,F,72,NA
1849,Active,2007-07-20,TRUE,TRUE,74,c,F,79,NA
1850,Active,2014-03-25,TRUE,TRUE,62,c,M,68,NA
1851,Death,2005-05-15,TRUE,TRUE,77,a,F,77,2009-07-06
1852,Surrender,2006-05-24,FALSE,TRUE,63,b,F,70,2010-08-21
1853,Active,2012-02-11,FALSE,TRUE,77,a,F,80,NA
1854,Active,2017-01-18,FALSE,TRUE,61,b,F,61,NA
1855,Active,2010-11-14,TRUE,FALSE,40,b,F,74,NA
1856,Active,2010-08-07,FALSE,FALSE,55,a,F,79,NA
1857,Active,2019-01-26,TRUE,TRUE,74,c,M,74,NA
1858,Active,2013-09-05,FALSE,TRUE,80,b,M,80,NA
1859,Death,2008-06-17,TRUE,FALSE,69,c,M,73,2015-05-25
1860,Active,2019-10-17,FALSE,TRUE,76,a,F,78,NA
1861,Death,2010-06-10,FALSE,TRUE,71,c,M,71,2011-04-03
1862,Surrender,2008-06-05,TRUE,FALSE,49,c,F,69,2013-07-03
1863,Active,2017-02-24,TRUE,TRUE,54,b,M,54,NA
1864,Active,2006-10-25,TRUE,TRUE,66,c,F,66,NA
1865,Active,2011-12-06,FALSE,FALSE,63,c,F,67,NA
1866,Active,2015-08-02,TRUE,FALSE,67,c,M,67,NA
1867,Active,2012-09-22,FALSE,FALSE,54,a,F,76,NA
1868,Surrender,2005-06-14,FALSE,FALSE,60,b,F,67,2013-03-15
1869,Surrender,2011-05-18,FALSE,FALSE,66,b,M,80,2016-11-21
1870,Active,2008-05-11,TRUE,TRUE,53,c,M,56,NA
1871,Active,2014-08-17,TRUE,FALSE,79,a,F,79,NA
1872,Death,2006-07-07,FALSE,FALSE,77,c,M,77,2011-01-31
1873,Active,2015-06-27,TRUE,FALSE,76,a,M,76,NA
1874,Active,2013-07-19,FALSE,FALSE,62,c,F,67,NA
1875,Active,2015-12-16,FALSE,FALSE,56,b,F,63,NA
1876,Active,2019-05-21,TRUE,FALSE,63,b,M,76,NA
1877,Death,2012-03-14,TRUE,FALSE,67,b,M,67,2019-03-23
1878,Active,2016-02-23,FALSE,FALSE,60,c,F,75,NA
1879,Active,2005-05-25,TRUE,TRUE,66,b,F,67,NA
1880,Active,2013-07-09,TRUE,TRUE,74,b,M,74,NA
1881,Active,2006-08-21,TRUE,FALSE,71,a,F,71,NA
1882,Active,2016-01-20,TRUE,FALSE,57,b,M,68,NA
1883,Active,2013-12-09,FALSE,TRUE,61,c,F,77,NA
1884,Active,2015-11-27,TRUE,FALSE,68,b,M,68,NA
1885,Active,2018-08-31,FALSE,TRUE,58,a,F,61,NA
1886,Surrender,2007-04-05,TRUE,TRUE,66,a,M,66,2018-08-14
1887,Death,2016-07-20,TRUE,TRUE,80,b,M,80,2017-07-01
1888,Active,2013-06-19,FALSE,TRUE,69,b,F,69,NA
1889,Active,2014-09-23,TRUE,FALSE,75,c,F,75,NA
1890,Active,2009-03-04,TRUE,TRUE,77,b,F,77,NA
1891,Active,2010-10-19,TRUE,TRUE,44,c,M,77,NA
1892,Active,2019-09-28,FALSE,FALSE,70,c,M,70,NA
1893,Active,2015-04-11,TRUE,TRUE,51,b,F,74,NA
1894,Death,2007-06-04,TRUE,TRUE,79,c,F,79,2020-05-31
1895,Active,2019-10-14,TRUE,TRUE,58,c,M,68,NA
1896,Active,2010-10-20,TRUE,FALSE,51,b,F,76,NA
1897,Active,2013-03-31,FALSE,TRUE,55,c,F,61,NA
1898,Death,2006-04-20,FALSE,FALSE,79,c,F,79,2013-09-18
1899,Active,2017-12-05,TRUE,FALSE,61,c,F,80,NA
1900,Active,2010-07-16,TRUE,FALSE,49,c,M,65,NA
1901,Active,2012-10-09,TRUE,TRUE,57,a,F,71,NA
1902,Active,2014-06-30,TRUE,TRUE,76,b,M,76,NA
1903,Active,2016-09-12,TRUE,TRUE,65,c,F,68,NA
1904,Death,2005-10-07,TRUE,TRUE,67,c,F,68,2014-07-30
1905,Active,2010-12-14,TRUE,TRUE,57,b,F,62,NA
1906,Active,2010-10-22,TRUE,TRUE,69,b,F,69,NA
1907,Active,2010-12-31,TRUE,FALSE,71,b,M,71,NA
1908,Surrender,2008-08-15,TRUE,FALSE,61,a,F,71,2010-10-04
1909,Active,2009-12-30,TRUE,FALSE,68,a,M,68,NA
1910,Active,2009-06-20,TRUE,TRUE,54,b,M,63,NA
1911,Active,2018-07-09,FALSE,FALSE,79,c,F,79,NA
1912,Surrender,2010-01-30,FALSE,FALSE,45,b,F,70,2013-07-02
1913,Death,2010-08-14,TRUE,FALSE,71,b,M,71,2015-10-16
1914,Surrender,2009-05-30,TRUE,FALSE,56,c,F,79,2014-04-07
1915,Active,2009-04-26,FALSE,FALSE,70,b,F,70,NA
1916,Active,2017-07-12,TRUE,TRUE,72,c,F,72,NA
1917,Active,2017-08-29,TRUE,TRUE,53,b,M,71,NA
1918,Surrender,2008-09-08,TRUE,FALSE,50,c,M,69,2019-03-05
1919,Active,2006-04-20,TRUE,FALSE,70,c,F,71,NA
1920,Active,2016-09-06,TRUE,TRUE,70,c,F,70,NA
1921,Death,2007-07-06,TRUE,FALSE,65,a,F,65,2009-09-29
1922,Active,2011-09-30,FALSE,FALSE,71,b,F,79,NA
1923,Active,2019-04-10,TRUE,TRUE,65,b,F,70,NA
1924,Active,2011-02-20,TRUE,TRUE,67,c,F,67,NA
1925,Active,2010-03-28,FALSE,FALSE,75,c,F,80,NA
1926,Death,2013-03-31,FALSE,TRUE,66,c,M,68,2013-10-03
1927,Active,2011-01-10,FALSE,FALSE,63,b,M,74,NA
1928,Active,2017-01-08,TRUE,FALSE,79,a,M,79,NA
1929,Active,2010-09-06,FALSE,TRUE,62,c,M,66,NA
1930,Active,2019-01-21,TRUE,FALSE,77,a,F,77,NA
1931,Surrender,2011-01-01,FALSE,FALSE,54,a,F,71,2014-02-19
1932,Active,2012-06-24,FALSE,TRUE,69,c,F,71,NA
1933,Active,2018-11-20,TRUE,TRUE,79,c,M,79,NA
1934,Active,2018-03-23,TRUE,FALSE,54,c,M,80,NA
1935,Active,2018-01-09,TRUE,FALSE,53,a,M,64,NA
1936,Active,2016-10-10,TRUE,FALSE,69,c,M,70,NA
1937,Active,2011-06-03,FALSE,FALSE,60,c,F,71,NA
1938,Surrender,2006-06-13,TRUE,TRUE,50,c,F,62,2008-11-01
1939,Active,2014-05-03,TRUE,TRUE,55,c,M,74,NA
1940,Active,2007-08-29,TRUE,FALSE,66,c,M,70,NA
1941,Death,2011-09-18,FALSE,FALSE,77,c,F,77,2013-02-24
1942,Active,2014-12-14,TRUE,TRUE,65,c,M,80,NA
1943,Active,2018-09-24,TRUE,TRUE,58,b,F,64,NA
1944,Surrender,2008-08-03,FALSE,FALSE,77,c,F,77,2018-09-25
1945,Active,2017-01-27,TRUE,FALSE,68,b,F,68,NA
1946,Active,2006-06-23,TRUE,FALSE,66,c,M,66,NA
1947,Death,2016-07-02,TRUE,FALSE,69,c,M,72,2018-10-30
1948,Active,2009-12-20,FALSE,TRUE,65,c,F,74,NA
1949,Death,2006-07-28,TRUE,FALSE,75,a,M,75,2015-10-25
1950,Active,2015-11-06,TRUE,TRUE,60,b,F,60,NA
1951,Active,2016-04-28,TRUE,TRUE,62,c,M,64,NA
1952,Active,2007-05-13,FALSE,FALSE,55,c,F,56,NA
1953,Active,2015-05-26,FALSE,TRUE,58,a,F,70,NA
1954,Active,2014-03-20,FALSE,TRUE,54,a,F,66,NA
1955,Active,2011-09-28,TRUE,TRUE,62,c,M,69,NA
1956,Surrender,2011-08-03,FALSE,TRUE,57,c,F,57,2015-03-12
1957,Active,2013-03-17,FALSE,FALSE,63,c,F,66,NA
1958,Active,2007-01-13,TRUE,TRUE,78,c,M,78,NA
1959,Active,2010-01-19,TRUE,TRUE,64,a,M,64,NA
1960,Active,2016-05-02,TRUE,TRUE,58,c,M,66,NA
1961,Active,2019-10-22,FALSE,FALSE,53,b,F,73,NA
1962,Active,2015-11-28,FALSE,FALSE,58,c,M,79,NA
1963,Active,2017-12-17,TRUE,TRUE,60,a,F,70,NA
1964,Active,2015-08-24,TRUE,TRUE,77,a,F,77,NA
1965,Death,2013-01-09,FALSE,FALSE,79,c,F,79,2016-11-29
1966,Active,2013-02-04,TRUE,TRUE,66,a,M,71,NA
1967,Death,2014-09-11,FALSE,TRUE,80,c,M,80,2018-10-31
1968,Active,2018-07-01,FALSE,FALSE,55,c,F,66,NA
1969,Active,2019-09-18,FALSE,FALSE,40,a,M,67,NA
1970,Surrender,2010-09-30,FALSE,TRUE,57,c,F,80,2017-01-23
1971,Active,2015-10-06,TRUE,FALSE,70,b,M,80,NA
1972,Active,2005-10-13,TRUE,TRUE,66,c,F,66,NA
1973,Surrender,2011-10-21,FALSE,FALSE,51,b,F,74,2013-04-29
1974,Death,2010-11-10,TRUE,FALSE,68,a,M,68,2016-06-27
1975,Surrender,2007-04-22,FALSE,FALSE,56,c,M,75,2018-07-25
1976,Death,2009-07-31,FALSE,FALSE,78,c,M,78,2014-06-24
1977,Surrender,2016-02-01,FALSE,FALSE,64,a,M,68,2018-09-20
1978,Active,2014-09-29,TRUE,TRUE,64,c,F,76,NA
1979,Active,2019-10-31,TRUE,TRUE,64,c,F,64,NA
1980,Active,2016-01-07,FALSE,TRUE,73,c,M,73,NA
1981,Active,2007-07-09,TRUE,TRUE,72,b,M,72,NA
1982,Active,2012-07-30,TRUE,TRUE,65,c,M,65,NA
1983,Active,2016-06-19,FALSE,FALSE,67,a,M,67,NA
1984,Active,2015-01-24,TRUE,TRUE,51,b,F,66,NA
1985,Active,2008-06-21,TRUE,TRUE,42,c,F,62,NA
1986,Active,2016-12-16,FALSE,FALSE,62,c,M,62,NA
1987,Surrender,2012-02-10,TRUE,TRUE,56,c,F,63,2016-05-06
1988,Active,2012-07-17,FALSE,FALSE,51,c,M,68,NA
1989,Surrender,2009-02-11,FALSE,FALSE,62,a,M,79,2019-09-24
1990,Active,2015-10-09,TRUE,FALSE,46,c,M,73,NA
1991,Active,2012-08-31,TRUE,TRUE,64,c,M,79,NA
1992,Death,2016-09-01,TRUE,FALSE,80,b,M,80,2018-11-27
1993,Active,2006-06-29,TRUE,FALSE,68,c,F,68,NA
1994,Active,2016-02-23,TRUE,TRUE,60,c,M,63,NA
1995,Active,2017-11-19,TRUE,TRUE,64,c,M,70,NA
1996,Surrender,2005-06-04,TRUE,TRUE,61,c,M,61,2015-11-19
1997,Death,2014-10-06,FALSE,TRUE,78,c,M,78,2017-02-18
1998,Active,2007-06-27,FALSE,FALSE,64,c,M,74,NA
1999,Death,2012-02-26,TRUE,TRUE,68,c,F,68,2013-07-12
2000,Surrender,2012-03-17,FALSE,TRUE,67,c,F,77,2013-12-13
2001,Active,2016-09-10,TRUE,FALSE,72,a,F,74,NA
2002,Active,2016-01-26,FALSE,TRUE,59,c,M,65,NA
2003,Active,2016-05-14,FALSE,TRUE,55,b,F,68,NA
2004,Surrender,2011-09-16,TRUE,FALSE,58,b,F,69,2019-03-04
2005,Active,2011-01-19,TRUE,TRUE,66,b,M,66,NA
2006,Surrender,2009-04-03,TRUE,TRUE,65,a,M,65,2019-11-28
2007,Active,2012-08-22,TRUE,FALSE,65,a,F,67,NA
2008,Active,2018-05-05,TRUE,TRUE,71,c,F,79,NA
2009,Active,2018-10-26,TRUE,TRUE,51,a,M,64,NA
2010,Active,2015-08-09,FALSE,FALSE,54,a,F,79,NA
2011,Active,2006-12-09,TRUE,FALSE,56,a,M,56,NA
2012,Active,2014-07-11,TRUE,TRUE,63,c,F,75,NA
2013,Active,2010-09-01,TRUE,FALSE,70,c,F,70,NA
2014,Active,2009-12-20,TRUE,TRUE,63,a,M,63,NA
2015,Active,2019-12-26,TRUE,TRUE,70,c,M,70,NA
2016,Active,2016-02-14,TRUE,FALSE,58,a,M,63,NA
2017,Surrender,2007-09-24,FALSE,FALSE,74,b,M,79,2018-09-19
2018,Active,2015-02-19,FALSE,TRUE,56,b,F,62,NA
2019,Active,2014-10-29,FALSE,TRUE,56,c,F,77,NA
2020,Active,2018-06-27,TRUE,TRUE,71,c,F,71,NA
2021,Active,2019-08-30,TRUE,FALSE,70,b,F,70,NA
2022,Active,2012-11-14,FALSE,TRUE,68,a,M,68,NA
2023,Active,2019-08-15,FALSE,TRUE,74,a,M,74,NA
2024,Active,2016-09-26,FALSE,TRUE,68,a,M,68,NA
2025,Active,2017-03-29,FALSE,FALSE,60,c,M,60,NA
2026,Active,2015-04-12,FALSE,FALSE,55,c,M,63,NA
2027,Active,2008-08-16,TRUE,TRUE,66,b,M,67,NA
2028,Active,2010-01-29,FALSE,TRUE,76,b,M,76,NA
2029,Active,2012-07-15,TRUE,TRUE,77,b,F,77,NA
2030,Death,2008-05-09,TRUE,TRUE,73,c,F,76,2015-03-08
2031,Active,2010-05-03,TRUE,FALSE,70,a,M,75,NA
2032,Surrender,2010-02-26,TRUE,FALSE,48,b,M,59,2018-07-20
2033,Death,2010-06-30,FALSE,FALSE,57,c,M,74,2015-04-10
2034,Active,2015-06-01,FALSE,TRUE,60,a,F,60,NA
2035,Active,2017-08-15,FALSE,TRUE,70,a,F,70,NA
2036,Active,2007-10-05,TRUE,FALSE,72,c,F,72,NA
2037,Surrender,2009-11-24,TRUE,FALSE,73,a,F,73,2020-01-23
2038,Active,2019-03-28,TRUE,FALSE,65,b,M,65,NA
2039,Active,2019-12-31,TRUE,FALSE,77,b,M,77,NA
2040,Active,2007-12-10,FALSE,FALSE,73,c,F,73,NA
2041,Active,2012-06-18,TRUE,FALSE,58,b,M,58,NA
2042,Active,2016-06-23,FALSE,TRUE,60,a,F,71,NA
2043,Active,2012-04-01,TRUE,TRUE,69,c,M,74,NA
2044,Active,2007-03-27,TRUE,FALSE,62,c,M,71,NA
2045,Surrender,2005-12-11,FALSE,FALSE,69,b,M,72,2015-11-20
2046,Surrender,2005-12-05,FALSE,FALSE,54,a,M,60,2015-12-09
2047,Active,2006-02-09,TRUE,TRUE,54,c,F,69,NA
2048,Active,2016-05-09,TRUE,TRUE,65,c,F,65,NA
2049,Active,2018-04-29,FALSE,FALSE,58,c,M,67,NA
2050,Active,2011-12-06,FALSE,TRUE,66,c,M,68,NA
2051,Active,2010-08-28,FALSE,TRUE,69,c,M,70,NA
2052,Active,2017-10-11,TRUE,FALSE,67,c,M,77,NA
2053,Active,2019-03-31,TRUE,TRUE,67,b,M,72,NA
2054,Active,2016-04-22,FALSE,TRUE,70,c,M,70,NA
2055,Surrender,2005-12-21,FALSE,FALSE,55,a,M,78,2015-12-24
2056,Active,2017-11-27,TRUE,TRUE,54,c,F,80,NA
2057,Active,2009-05-14,TRUE,FALSE,54,c,M,67,NA
2058,Active,2007-02-03,TRUE,FALSE,71,c,F,71,NA
2059,Death,2007-04-11,FALSE,TRUE,55,c,F,76,2009-03-19
2060,Death,2008-05-07,FALSE,TRUE,77,a,M,77,2014-02-09
2061,Active,2017-08-13,TRUE,TRUE,69,b,M,70,NA
2062,Surrender,2006-01-10,TRUE,FALSE,48,b,M,69,2018-01-20
2063,Death,2009-04-12,FALSE,FALSE,76,c,F,76,2017-07-15
2064,Active,2006-01-22,TRUE,TRUE,71,b,M,71,NA
2065,Active,2016-11-09,TRUE,FALSE,55,c,M,70,NA
2066,Active,2018-02-03,FALSE,TRUE,62,b,F,74,NA
2067,Active,2014-05-10,FALSE,TRUE,58,c,F,67,NA
2068,Active,2014-10-08,TRUE,TRUE,62,c,M,62,NA
2069,Active,2006-11-22,TRUE,TRUE,57,a,F,61,NA
2070,Active,2019-08-14,TRUE,FALSE,52,b,M,58,NA
2071,Active,2017-11-27,FALSE,TRUE,69,c,M,69,NA
2072,Active,2005-05-29,FALSE,FALSE,70,c,M,70,NA
2073,Surrender,2009-01-28,TRUE,FALSE,49,c,M,72,2012-11-26
2074,Surrender,2012-12-21,FALSE,TRUE,65,c,F,74,2017-05-05
2075,Death,2009-04-28,TRUE,FALSE,69,a,F,69,2011-07-15
2076,Death,2007-05-12,TRUE,TRUE,79,a,F,79,2013-10-09
2077,Death,2011-06-15,FALSE,TRUE,64,a,F,64,2017-02-24
2078,Active,2013-06-04,TRUE,FALSE,68,c,F,68,NA
2079,Active,2019-02-23,FALSE,FALSE,68,c,F,68,NA
2080,Active,2018-01-23,TRUE,TRUE,55,c,F,71,NA
2081,Active,2016-10-20,TRUE,TRUE,67,c,F,67,NA
2082,Death,2008-06-27,TRUE,FALSE,65,a,M,66,2018-12-25
2083,Active,2008-06-03,TRUE,FALSE,67,b,M,69,NA
2084,Active,2017-02-09,TRUE,TRUE,60,a,F,79,NA
2085,Active,2012-05-02,TRUE,TRUE,69,b,M,69,NA
2086,Active,2009-02-19,FALSE,FALSE,57,c,M,63,NA
2087,Active,2013-04-22,TRUE,FALSE,61,c,F,63,NA
2088,Active,2019-01-29,TRUE,FALSE,66,b,F,66,NA
2089,Active,2008-04-10,TRUE,TRUE,60,b,F,68,NA
2090,Active,2014-11-24,TRUE,TRUE,60,c,M,60,NA
2091,Active,2016-06-16,TRUE,TRUE,67,a,F,67,NA
2092,Active,2014-05-21,TRUE,TRUE,54,c,M,61,NA
2093,Active,2017-01-28,TRUE,FALSE,69,c,F,69,NA
2094,Active,2018-04-11,TRUE,TRUE,77,c,M,77,NA
2095,Active,2014-04-23,FALSE,FALSE,55,c,M,62,NA
2096,Active,2007-12-14,TRUE,FALSE,56,a,M,56,NA
2097,Active,2019-05-24,TRUE,FALSE,45,c,M,75,NA
2098,Active,2012-12-24,TRUE,TRUE,59,c,M,74,NA
2099,Active,2011-11-15,TRUE,TRUE,56,b,F,63,NA
2100,Active,2017-01-28,TRUE,TRUE,69,c,M,69,NA
2101,Active,2009-12-11,FALSE,TRUE,70,c,F,70,NA
2102,Active,2013-12-29,TRUE,FALSE,64,c,F,64,NA
2103,Active,2012-11-05,FALSE,FALSE,56,c,M,63,NA
2104,Active,2019-05-12,TRUE,FALSE,54,c,F,70,NA
2105,Active,2008-11-17,TRUE,FALSE,70,c,F,72,NA
2106,Death,2008-01-10,FALSE,FALSE,78,c,F,78,2008-07-09
2107,Death,2016-02-10,FALSE,TRUE,74,b,M,74,2018-09-06
2108,Active,2015-08-13,TRUE,TRUE,51,c,F,68,NA
2109,Surrender,2005-03-09,FALSE,TRUE,57,a,F,57,2011-05-29
2110,Active,2006-07-03,TRUE,TRUE,63,a,M,64,NA
2111,Death,2008-05-02,FALSE,TRUE,77,a,M,77,2016-01-24
2112,Active,2014-07-31,TRUE,FALSE,80,b,M,80,NA
2113,Active,2015-04-11,TRUE,TRUE,68,a,M,68,NA
2114,Active,2011-02-13,FALSE,TRUE,56,b,F,68,NA
2115,Surrender,2011-05-11,TRUE,TRUE,65,b,M,68,2019-09-17
2116,Active,2015-01-30,TRUE,FALSE,54,b,F,61,NA
2117,Active,2007-08-04,TRUE,FALSE,68,c,M,68,NA
2118,Active,2018-09-28,TRUE,FALSE,55,c,M,61,NA
2119,Active,2008-10-09,TRUE,TRUE,75,c,F,75,NA
2120,Active,2006-07-27,TRUE,TRUE,78,c,M,78,NA
2121,Surrender,2005-08-28,TRUE,TRUE,52,c,M,77,2016-05-31
2122,Active,2009-04-06,TRUE,TRUE,69,b,M,69,NA
2123,Active,2014-03-12,TRUE,TRUE,65,c,M,74,NA
2124,Active,2015-02-24,TRUE,TRUE,73,c,F,73,NA
2125,Surrender,2005-12-30,FALSE,FALSE,47,a,F,70,2016-03-26
2126,Active,2018-07-10,FALSE,TRUE,67,c,F,67,NA
2127,Surrender,2006-05-07,FALSE,TRUE,64,a,F,69,2017-05-19
2128,Active,2011-06-01,TRUE,TRUE,74,b,F,80,NA
2129,Active,2012-01-05,TRUE,TRUE,61,c,F,80,NA
2130,Surrender,2005-08-05,FALSE,FALSE,75,c,F,79,2015-02-07
2131,Active,2016-04-24,FALSE,FALSE,55,b,M,65,NA
2132,Active,2013-12-16,TRUE,FALSE,64,a,M,65,NA
2133,Active,2016-08-10,TRUE,TRUE,64,a,M,71,NA
2134,Active,2016-11-19,TRUE,TRUE,69,c,F,69,NA
2135,Death,2008-08-29,FALSE,FALSE,55,c,M,65,2018-07-24
2136,Surrender,2010-05-07,FALSE,TRUE,61,a,M,71,2018-05-16
2137,Active,2011-05-15,TRUE,FALSE,80,c,F,80,NA
2138,Active,2006-03-28,FALSE,TRUE,62,a,F,75,NA
2139,Active,2019-10-28,TRUE,TRUE,69,c,M,69,NA
2140,Active,2011-04-05,FALSE,TRUE,57,a,F,63,NA
2141,Active,2008-11-20,FALSE,TRUE,60,c,F,70,NA
2142,Active,2016-05-15,FALSE,FALSE,68,a,F,74,NA
2143,Active,2013-12-05,TRUE,FALSE,61,c,M,68,NA
2144,Active,2018-05-28,TRUE,FALSE,54,a,M,78,NA
2145,Active,2016-06-28,TRUE,TRUE,71,c,F,71,NA
2146,Active,2017-10-25,FALSE,TRUE,64,c,M,76,NA
2147,Active,2014-07-18,FALSE,FALSE,56,b,M,78,NA
2148,Active,2013-07-19,TRUE,TRUE,54,a,M,66,NA
2149,Active,2009-10-10,TRUE,FALSE,77,c,F,77,NA
2150,Active,2008-07-08,TRUE,TRUE,62,c,F,70,NA
2151,Active,2014-05-28,TRUE,TRUE,55,c,M,55,NA
2152,Active,2019-05-01,TRUE,TRUE,69,c,F,69,NA
2153,Active,2008-01-22,TRUE,TRUE,70,b,F,70,NA
2154,Active,2016-02-10,FALSE,TRUE,60,b,M,78,NA
2155,Active,2013-04-05,TRUE,TRUE,60,b,M,68,NA
2156,Active,2014-11-06,FALSE,TRUE,62,b,F,73,NA
2157,Death,2012-07-20,TRUE,FALSE,59,c,M,77,2013-10-01
2158,Surrender,2006-04-15,TRUE,FALSE,69,b,F,69,2017-03-24
2159,Active,2015-08-25,TRUE,TRUE,78,c,F,78,NA
2160,Active,2012-01-02,FALSE,TRUE,64,a,M,64,NA
2161,Active,2019-03-30,TRUE,TRUE,63,c,F,63,NA
2162,Active,2017-12-30,TRUE,FALSE,59,a,M,79,NA
2163,Active,2009-09-20,FALSE,TRUE,58,c,F,64,NA
2164,Active,2008-09-07,TRUE,TRUE,60,b,F,62,NA
2165,Active,2010-05-23,TRUE,FALSE,75,a,M,75,NA
2166,Active,2019-04-19,FALSE,FALSE,69,b,F,69,NA
2167,Active,2018-04-09,FALSE,FALSE,62,a,F,68,NA
2168,Active,2019-09-29,TRUE,TRUE,51,c,F,80,NA
2169,Surrender,2007-02-21,TRUE,FALSE,60,a,F,64,2017-02-26
2170,Active,2012-01-07,FALSE,FALSE,49,a,M,80,NA
2171,Active,2016-03-14,FALSE,FALSE,56,b,F,74,NA
2172,Active,2012-12-25,TRUE,TRUE,74,c,F,75,NA
2173,Death,2016-10-20,FALSE,FALSE,74,b,M,74,2019-04-07
2174,Surrender,2012-09-28,TRUE,TRUE,59,c,F,76,2014-12-08
2175,Surrender,2006-08-17,FALSE,FALSE,79,c,M,79,2020-07-23
2176,Active,2018-01-23,FALSE,TRUE,75,c,F,75,NA
2177,Active,2014-04-11,TRUE,FALSE,68,b,F,77,NA
2178,Active,2006-01-30,TRUE,TRUE,57,c,F,73,NA
2179,Active,2018-10-06,TRUE,TRUE,67,a,M,75,NA
2180,Surrender,2007-02-12,TRUE,TRUE,65,c,F,77,2017-10-01
2181,Active,2019-10-28,TRUE,TRUE,71,c,F,71,NA
2182,Active,2009-07-28,TRUE,TRUE,61,c,F,64,NA
2183,Active,2018-01-01,FALSE,TRUE,66,c,F,71,NA
2184,Active,2012-06-21,TRUE,TRUE,68,c,M,68,NA
2185,Active,2008-11-29,FALSE,TRUE,68,b,F,78,NA
2186,Active,2018-06-28,FALSE,FALSE,69,c,M,69,NA
2187,Surrender,2006-02-14,TRUE,FALSE,65,b,F,77,2016-10-03
2188,Active,2007-08-29,TRUE,FALSE,79,c,F,79,NA
2189,Active,2015-11-11,FALSE,TRUE,76,c,F,76,NA
2190,Surrender,2007-08-08,FALSE,TRUE,74,c,M,74,2015-03-30
