spec_id,age_at_entry,sex,policy_term,policy_count,sum_assured,duration_mth,premium_pp,av_pp_init,accum_prem_init_pp
D,46,F,9999,30.0,113000,0,300,0,0
C,53,F,9999,43.0,408000,0,1300,0,0
D,20,F,9999,42.0,302000,0,500,0,0
A,36,M,20,50.0,653000,0,653000,0,0
D,21,M,9999,22.0,140000,0,200,0,0
A,30,M,15,99.0,294000,0,294000,0,0
A,37,M,10,86.0,15000,0,15000,0,0
D,33,F,9999,57.0,361000,0,700,0,0
B,37,M,20,2.0,791000,0,791000,0,0
C,36,F,9999,57.0,115000,0,300,0,0
D,53,M,9999,94.0,580000,0,1800,0,0
B,36,M,10,82.0,112000,0,112000,0,0
A,51,F,10,98.0,852000,0,852000,0,0
B,56,F,20,64.0,562000,0,562000,0,0
A,47,F,15,39.0,66000,0,66000,0,0
B,53,F,15,57.0,393000,0,393000,0,0
B,29,M,10,21.0,456000,0,456000,0,0
C,40,M,9999,94.0,943000,0,2000,0,0
C,47,M,9999,58.0,918000,0,2400,0,0
A,21,M,15,73.0,711000,0,711000,0,0
D,42,F,9999,53.0,671000,0,1500,0,0
C,41,F,9999,24.0,796000,0,1800,0,0
B,31,F,15,70.0,164000,0,164000,0,0
D,48,F,9999,87.0,278000,0,800,0,0
D,28,M,9999,6.0,223000,0,400,0,0
C,56,M,9999,38.0,270000,0,1000,0,0
A,52,M,15,23.0,926000,0,926000,0,0
A,21,F,20,23.0,944000,0,944000,0,0
B,51,F,10,25.0,502000,0,502000,0,0
A,47,F,15,91.0,375000,0,375000,0,0
D,20,F,9999,5.0,64000,0,100,0,0
B,34,M,10,26.0,194000,0,194000,0,0
B,42,M,10,10.0,530000,0,530000,0,0
A,44,F,20,95.0,204000,0,204000,0,0
A,34,F,15,37.0,200000,0,200000,0,0
B,28,M,10,83.0,466000,0,466000,0,0
C,44,M,9999,57.0,781000,0,1900,0,0
A,20,F,20,95.0,946000,0,946000,0,0
A,25,F,15,0.0,918000,0,918000,0,0
A,26,M,20,80.0,62000,0,62000,0,0
D,44,M,9999,19.0,321000,0,800,0,0
B,45,M,15,100.0,857000,0,857000,0,0
C,50,F,9999,45.0,937000,0,2700,0,0
B,31,F,15,12.0,846000,0,846000,0,0
B,40,M,15,46.0,262000,0,262000,0,0
A,28,M,10,73.0,740000,0,740000,0,0
A,23,M,15,52.0,829000,0,829000,0,0
A,41,F,20,37.0,914000,0,914000,0,0
B,55,M,15,17.0,680000,0,680000,0,0
B,55,F,10,63.0,761000,0,761000,0,0
D,30,M,9999,95.0,883000,0,1500,0,0
C,27,M,9999,23.0,182000,0,300,0,0
A,35,F,15,76.0,127000,0,127000,0,0
D,45,M,9999,10.0,986000,0,2400,0,0
A,34,M,15,9.0,273000,0,273000,0,0
A,53,F,20,1.0,493000,0,493000,0,0
C,30,M,9999,78.0,726000,0,1300,0,0
A,48,M,20,97.0,687000,0,687000,0,0
D,22,F,9999,96.0,63000,0,100,0,0
B,22,F,20,23.0,423000,0,423000,0,0
B,47,M,15,64.0,353000,0,353000,0,0
C,43,M,9999,99.0,946000,0,2200,0,0
B,33,M,15,80.0,767000,0,767000,0,0
C,58,M,9999,87.0,832000,0,3200,0,0
A,26,F,10,31.0,284000,0,284000,0,0
A,23,M,10,72.0,890000,0,890000,0,0
D,40,F,9999,28.0,857000,0,1800,0,0
D,55,F,9999,32.0,329000,0,1100,0,0
B,42,M,20,69.0,731000,0,731000,0,0
D,21,F,9999,57.0,253000,0,400,0,0
B,35,M,10,20.0,279000,0,279000,0,0
C,27,M,9999,30.0,66000,0,200,0,0
A,31,M,10,4.0,313000,0,313000,0,0
D,44,M,9999,78.0,431000,0,1000,0,0
A,51,M,10,68.0,92000,0,92000,0,0
A,56,M,10,4.0,746000,0,746000,0,0
A,20,F,10,67.0,927000,0,927000,0,0
B,59,M,20,91.0,973000,0,973000,0,0
C,27,F,9999,88.0,26000,0,100,0,0
A,29,M,20,24.0,934000,0,934000,0,0
D,48,M,9999,70.0,796000,0,2100,0,0
C,26,M,9999,98.0,537000,0,900,0,0
D,46,F,9999,98.0,101000,0,300,0,0
A,31,M,10,59.0,765000,0,765000,0,0
D,28,F,9999,53.0,250000,0,500,0,0
B,34,F,10,6.0,427000,0,427000,0,0
D,33,F,9999,71.0,405000,0,800,0,0
C,46,M,9999,14.0,261000,0,700,0,0
A,58,F,15,8.0,628000,0,628000,0,0
A,55,F,10,20.0,969000,0,969000,0,0
C,41,F,9999,23.0,763000,0,1700,0,0
C,52,M,9999,28.0,1000000,0,3000,0,0
C,35,M,9999,76.0,277000,0,600,0,0
A,51,M,15,9.0,369000,0,369000,0,0
B,59,F,20,43.0,816000,0,816000,0,0
C,50,F,9999,38.0,880000,0,2500,0,0
A,24,M,10,78.0,672000,0,672000,0,0
B,38,F,10,62.0,114000,0,114000,0,0
D,21,M,9999,40.0,848000,0,1200,0,0
B,54,F,20,20.0,639000,0,639000,0,0
C,36,F,9999,3.0,961000,0,1900,0,0
A,54,F,15,78.0,560000,0,560000,0,0
A,38,F,20,43.0,109000,0,109000,0,0
A,35,F,10,9.0,929000,0,929000,0,0
B,58,F,20,5.0,908000,0,908000,0,0
C,48,F,9999,80.0,549000,0,1500,0,0
C,30,F,9999,48.0,219000,0,400,0,0
A,54,M,20,17.0,464000,0,464000,0,0
D,38,F,9999,73.0,456000,0,1000,0,0
B,26,F,10,75.0,529000,0,529000,0,0
D,23,M,9999,65.0,587000,0,900,0,0
D,21,M,9999,9.0,573000,0,900,0,0
D,49,F,9999,89.0,857000,0,2400,0,0
D,59,F,9999,87.0,411000,0,1700,0,0
A,54,M,15,93.0,668000,0,668000,0,0
C,43,M,9999,84.0,757000,0,1800,0,0
C,37,F,9999,21.0,990000,0,2000,0,0
C,46,M,9999,91.0,282000,0,700,0,0
A,43,M,10,17.0,454000,0,454000,0,0
A,59,M,10,57.0,402000,0,402000,0,0
C,40,M,9999,18.0,634000,0,1400,0,0
D,50,F,9999,90.0,614000,0,1800,0,0
B,25,M,10,62.0,829000,0,829000,0,0
D,20,M,9999,94.0,859000,0,1200,0,0
D,55,M,9999,42.0,578000,0,2000,0,0
A,52,F,15,44.0,925000,0,925000,0,0
A,53,M,15,2.0,895000,0,895000,0,0
D,33,M,9999,17.0,366000,0,700,0,0
D,30,F,9999,93.0,685000,0,1200,0,0
C,55,F,9999,1.0,576000,0,2000,0,0
A,23,M,10,20.0,316000,0,316000,0,0
A,45,M,10,71.0,958000,0,958000,0,0
D,49,M,9999,95.0,595000,0,1600,0,0
D,48,F,9999,68.0,719000,0,1900,0,0
C,53,F,9999,43.0,760000,0,2400,0,0
C,23,M,9999,74.0,112000,0,200,0,0
C,58,F,9999,82.0,948000,0,3600,0,0
A,44,M,20,92.0,414000,0,414000,0,0
D,37,F,9999,97.0,954000,0,1900,0,0
B,27,F,20,58.0,250000,0,250000,0,0
A,53,M,20,86.0,525000,0,525000,0,0
D,54,M,9999,22.0,493000,0,1600,0,0
A,20,M,15,66.0,125000,0,125000,0,0
C,22,F,9999,100.0,539000,0,800,0,0
A,33,M,10,79.0,338000,0,338000,0,0
D,47,F,9999,31.0,695000,0,1800,0,0
A,20,F,10,90.0,333000,0,333000,0,0
B,42,F,10,25.0,839000,0,839000,0,0
B,55,F,20,64.0,968000,0,968000,0,0
D,57,F,9999,34.0,893000,0,3300,0,0
D,51,F,9999,9.0,379000,0,1100,0,0
A,31,F,10,53.0,700000,0,700000,0,0
C,43,M,9999,40.0,272000,0,700,0,0
D,34,M,9999,2.0,456000,0,900,0,0
B,55,F,15,15.0,993000,0,993000,0,0
B,42,F,20,84.0,42000,0,42000,0,0
D,37,M,9999,42.0,978000,0,1900,0,0
B,43,F,20,61.0,696000,0,696000,0,0
B,36,M,20,67.0,959000,0,959000,0,0
A,53,M,15,2.0,996000,0,996000,0,0
C,59,F,9999,48.0,850000,0,3400,0,0
A,24,F,15,74.0,239000,0,239000,0,0
B,58,F,15,57.0,625000,0,625000,0,0
A,45,M,20,80.0,907000,0,907000,0,0
C,21,F,9999,33.0,523000,0,800,0,0
B,57,M,20,48.0,148000,0,148000,0,0
A,32,F,20,33.0,245000,0,245000,0,0
D,24,F,9999,48.0,990000,0,1500,0,0
C,45,F,9999,79.0,460000,0,1100,0,0
D,41,M,9999,100.0,418000,0,900,0,0
B,33,M,10,54.0,667000,0,667000,0,0
B,38,M,20,76.0,341000,0,341000,0,0
A,24,F,10,83.0,504000,0,504000,0,0
C,52,M,9999,80.0,62000,0,200,0,0
C,58,M,9999,40.0,325000,0,1300,0,0
C,42,F,9999,23.0,201000,0,500,0,0
A,55,M,10,9.0,484000,0,484000,0,0
B,28,F,15,54.0,263000,0,263000,0,0
B,59,F,15,15.0,151000,0,151000,0,0
D,38,F,9999,22.0,495000,0,1000,0,0
C,27,F,9999,19.0,712000,0,1200,0,0
B,21,F,20,40.0,250000,0,250000,0,0
B,20,M,15,28.0,925000,0,925000,0,0
C,22,F,9999,94.0,144000,0,300,0,0
D,34,M,9999,58.0,136000,0,300,0,0
D,35,M,9999,99.0,783000,0,1500,0,0
D,21,F,9999,75.0,170000,0,300,0,0
D,21,F,9999,0.0,696000,0,1000,0,0
B,59,M,20,20.0,672000,0,672000,0,0
D,51,F,9999,60.0,640000,0,1900,0,0
C,32,F,9999,16.0,998000,0,1800,0,0
D,22,M,9999,10.0,535000,0,800,0,0
D,46,F,9999,55.0,550000,0,1400,0,0
A,36,F,20,62.0,464000,0,464000,0,0
D,43,F,9999,89.0,376000,0,900,0,0
C,36,F,9999,7.0,346000,0,700,0,0
A,55,F,15,36.0,757000,0,757000,0,0
C,29,F,9999,19.0,819000,0,1400,0,0
A,36,M,15,37.0,395000,0,395000,0,0
C,59,M,9999,88.0,70000,0,300,0,0
A,41,F,20,96.0,559000,0,559000,0,0
B,59,F,10,26.0,895000,0,895000,0,0
D,33,F,9999,94.0,46000,0,100,0,0
D,48,M,9999,61.0,926000,0,2500,0,0
B,40,F,10,77.0,523000,0,523000,0,0
B,41,M,15,35.0,332000,0,332000,0,0
C,48,M,9999,84.0,719000,0,1900,0,0
C,55,M,9999,7.0,904000,0,3100,0,0
B,56,M,15,3.0,322000,0,322000,0,0
C,27,F,9999,15.0,182000,0,300,0,0
C,45,F,9999,47.0,578000,0,1400,0,0
A,44,M,20,100.0,18000,0,18000,0,0
B,30,F,10,2.0,622000,0,622000,0,0
A,31,F,10,17.0,416000,0,416000,0,0
B,21,F,15,83.0,243000,0,243000,0,0
B,59,M,20,25.0,909000,0,909000,0,0
C,48,M,9999,10.0,715000,0,1900,0,0
A,21,M,15,54.0,458000,0,458000,0,0
A,41,M,15,59.0,525000,0,525000,0,0
C,58,M,9999,47.0,260000,0,1000,0,0
D,41,F,9999,40.0,265000,0,600,0,0
D,36,M,9999,44.0,490000,0,1000,0,0
C,50,F,9999,59.0,821000,0,2300,0,0
B,38,F,10,98.0,738000,0,738000,0,0
A,31,F,20,62.0,172000,0,172000,0,0
D,36,F,9999,35.0,612000,0,1200,0,0
D,54,F,9999,93.0,466000,0,1500,0,0
D,33,F,9999,93.0,78000,0,200,0,0
B,22,F,15,75.0,478000,0,478000,0,0
A,41,F,15,39.0,831000,0,831000,0,0
A,23,M,10,74.0,740000,0,740000,0,0
B,41,F,20,13.0,554000,0,554000,0,0
D,37,M,9999,78.0,838000,0,1700,0,0
B,37,M,20,100.0,765000,0,765000,0,0
A,31,M,20,20.0,736000,0,736000,0,0
C,46,M,9999,46.0,938000,0,2300,0,0
A,35,F,10,40.0,234000,0,234000,0,0
D,26,M,9999,18.0,213000,0,400,0,0
C,31,F,9999,92.0,169000,0,300,0,0
D,38,M,9999,69.0,880000,0,1800,0,0
D,43,F,9999,3.0,583000,0,1400,0,0
D,42,M,9999,16.0,634000,0,1400,0,0
C,44,F,9999,75.0,138000,0,400,0,0
B,32,F,10,54.0,932000,0,932000,0,0
A,30,M,15,95.0,202000,0,202000,0,0
B,45,M,15,56.0,853000,0,853000,0,0
B,30,M,20,96.0,615000,0,615000,0,0
C,52,M,9999,50.0,266000,0,800,0,0
D,25,M,9999,23.0,963000,0,1500,0,0
C,25,M,9999,68.0,854000,0,1300,0,0
A,43,M,20,65.0,899000,0,899000,0,0
C,45,F,9999,92.0,657000,0,1600,0,0
C,35,M,9999,42.0,37000,0,100,0,0
D,58,F,9999,22.0,97000,0,400,0,0
B,24,M,20,17.0,362000,0,362000,0,0
A,33,F,10,21.0,548000,0,548000,0,0
D,37,F,9999,56.0,705000,0,1400,0,0
C,32,M,9999,85.0,740000,0,1300,0,0
D,45,M,9999,38.0,988000,0,2400,0,0
B,22,M,15,31.0,382000,0,382000,0,0
C,57,M,9999,63.0,948000,0,3500,0,0
D,32,M,9999,40.0,275000,0,500,0,0
B,33,F,20,45.0,132000,0,132000,0,0
C,30,M,9999,66.0,426000,0,800,0,0
D,39,F,9999,13.0,867000,0,1800,0,0
B,54,M,10,79.0,988000,0,988000,0,0
C,53,F,9999,5.0,680000,0,2100,0,0
D,57,F,9999,78.0,111000,0,500,0,0
A,34,M,10,73.0,429000,0,429000,0,0
B,30,M,20,25.0,614000,0,614000,0,0
B,29,F,15,48.0,600000,0,600000,0,0
B,37,F,15,23.0,923000,0,923000,0,0
D,43,F,9999,28.0,394000,0,900,0,0
B,41,F,10,16.0,452000,0,452000,0,0
D,43,F,9999,54.0,198000,0,500,0,0
A,35,F,10,36.0,685000,0,685000,0,0
D,37,M,9999,61.0,684000,0,1400,0,0
D,23,F,9999,58.0,712000,0,1100,0,0
D,35,F,9999,100.0,692000,0,1300,0,0
C,29,M,9999,45.0,69000,0,200,0,0
D,36,M,9999,85.0,443000,0,900,0,0
A,41,F,10,65.0,695000,0,695000,0,0
C,52,M,9999,40.0,502000,0,1500,0,0
D,50,M,9999,33.0,357000,0,1000,0,0
B,37,M,20,54.0,97000,0,97000,0,0
A,59,F,10,2.0,818000,0,818000,0,0
C,50,F,9999,74.0,872000,0,2500,0,0
D,44,F,9999,24.0,936000,0,2200,0,0
C,50,F,9999,7.0,953000,0,2700,0,0
A,52,M,10,23.0,572000,0,572000,0,0
D,53,M,9999,80.0,763000,0,2400,0,0
D,22,F,9999,13.0,965000,0,1400,0,0
D,51,M,9999,13.0,199000,0,600,0,0
D,29,M,9999,82.0,507000,0,900,0,0
D,34,M,9999,2.0,71000,0,200,0,0
C,24,M,9999,92.0,505000,0,800,0,0
A,44,M,10,86.0,448000,0,448000,0,0
A,38,M,10,25.0,244000,0,244000,0,0
A,43,M,20,45.0,105000,0,105000,0,0
C,22,M,9999,21.0,919000,0,1400,0,0
A,29,F,10,48.0,836000,0,836000,0,0
A,23,M,20,75.0,426000,0,426000,0,0
D,50,F,9999,60.0,578000,0,1700,0,0
B,23,F,10,99.0,681000,0,681000,0,0
D,49,F,9999,69.0,436000,0,1200,0,0
C,34,M,9999,52.0,957000,0,1800,0,0
C,54,F,9999,39.0,873000,0,2800,0,0
B,42,M,15,90.0,498000,0,498000,0,0
D,40,F,9999,47.0,672000,0,1400,0,0
C,46,F,9999,46.0,342000,0,900,0,0
A,38,M,20,58.0,974000,0,974000,0,0
A,48,F,20,21.0,788000,0,788000,0,0
C,45,F,9999,58.0,132000,0,400,0,0
C,49,F,9999,85.0,334000,0,900,0,0
D,40,F,9999,92.0,769000,0,1700,0,0
D,35,F,9999,91.0,221000,0,500,0,0
A,29,M,15,21.0,706000,0,706000,0,0
B,55,M,15,56.0,522000,0,522000,0,0
B,26,F,20,5.0,209000,0,209000,0,0
C,57,F,9999,39.0,990000,0,3600,0,0
D,29,F,9999,67.0,651000,0,1100,0,0
A,25,M,10,98.0,140000,0,140000,0,0
C,36,F,9999,91.0,264000,0,500,0,0
D,26,F,9999,72.0,241000,0,400,0,0
D,52,M,9999,48.0,90000,0,300,0,0
A,56,M,15,6.0,767000,0,767000,0,0
C,36,M,9999,60.0,333000,0,700,0,0
A,46,M,15,8.0,471000,0,471000,0,0
C,44,F,9999,100.0,667000,0,1600,0,0
C,27,F,9999,3.0,61000,0,100,0,0
A,59,M,10,92.0,957000,0,957000,0,0
B,38,F,20,100.0,253000,0,253000,0,0
C,26,M,9999,49.0,113000,0,200,0,0
C,50,M,9999,25.0,225000,0,700,0,0
A,32,M,10,13.0,843000,0,843000,0,0
A,42,M,20,27.0,428000,0,428000,0,0
B,42,M,20,34.0,476000,0,476000,0,0
C,45,F,9999,53.0,113000,0,300,0,0
D,21,F,9999,1.0,41000,0,100,0,0
A,25,F,20,51.0,905000,0,905000,0,0
A,37,M,15,64.0,115000,0,115000,0,0
D,55,M,9999,74.0,141000,0,500,0,0
D,21,F,9999,66.0,167000,0,300,0,0
B,45,F,15,8.0,893000,0,893000,0,0
A,29,M,10,86.0,852000,0,852000,0,0
A,57,F,20,36.0,424000,0,424000,0,0
C,28,F,9999,89.0,594000,0,1000,0,0
B,25,M,15,16.0,237000,0,237000,0,0
B,58,F,20,18.0,629000,0,629000,0,0
D,41,M,9999,77.0,530000,0,1200,0,0
D,36,F,9999,54.0,304000,0,600,0,0
C,43,M,9999,94.0,830000,0,1900,0,0
B,57,M,15,72.0,724000,0,724000,0,0
D,43,M,9999,35.0,14000,0,100,0,0
B,43,M,10,39.0,675000,0,675000,0,0
B,29,M,10,66.0,606000,0,606000,0,0
A,36,M,20,57.0,631000,0,631000,0,0
A,39,F,10,52.0,316000,0,316000,0,0
A,53,M,20,69.0,646000,0,646000,0,0
A,34,F,20,49.0,625000,0,625000,0,0
D,52,F,9999,26.0,265000,0,800,0,0
C,42,F,9999,47.0,166000,0,400,0,0
B,43,M,20,89.0,260000,0,260000,0,0
D,59,F,9999,34.0,880000,0,3500,0,0
B,44,F,10,24.0,406000,0,406000,0,0
A,33,M,10,66.0,49000,0,49000,0,0
C,52,M,9999,20.0,730000,0,2200,0,0
D,44,F,9999,70.0,638000,0,1500,0,0
D,53,F,9999,39.0,567000,0,1800,0,0
A,59,F,15,90.0,992000,0,992000,0,0
C,30,F,9999,100.0,657000,0,1100,0,0
D,21,F,9999,45.0,22000,0,100,0,0
B,27,F,15,1.0,206000,0,206000,0,0
B,32,M,15,43.0,887000,0,887000,0,0
A,26,F,15,96.0,47000,0,47000,0,0
C,52,F,9999,17.0,155000,0,500,0,0
C,59,F,9999,12.0,423000,0,1700,0,0
C,39,M,9999,0.0,472000,0,1000,0,0
D,43,M,9999,37.0,809000,0,1900,0,0
C,36,M,9999,46.0,545000,0,1100,0,0
A,26,F,15,67.0,352000,0,352000,0,0
D,31,F,9999,64.0,450000,0,800,0,0
A,35,M,10,2.0,452000,0,452000,0,0
A,31,F,10,95.0,969000,0,969000,0,0
A,29,F,10,46.0,236000,0,236000,0,0
A,37,M,10,60.0,417000,0,417000,0,0
D,50,F,9999,3.0,811000,0,2300,0,0
D,30,M,9999,42.0,947000,0,1600,0,0
D,27,F,9999,92.0,880000,0,1400,0,0
D,43,M,9999,91.0,595000,0,1400,0,0
D,43,M,9999,46.0,714000,0,1700,0,0
A,46,F,15,54.0,615000,0,615000,0,0
A,21,F,10,36.0,544000,0,544000,0,0
A,57,M,20,46.0,560000,0,560000,0,0
D,43,M,9999,30.0,658000,0,1500,0,0
C,59,F,9999,80.0,47000,0,200,0,0
B,31,M,15,54.0,173000,0,173000,0,0
C,21,M,9999,17.0,50000,0,100,0,0
A,33,F,10,4.0,794000,0,794000,0,0
A,34,F,10,80.0,542000,0,542000,0,0
A,44,M,15,57.0,585000,0,585000,0,0
D,28,M,9999,63.0,771000,0,1300,0,0
B,37,F,15,10.0,459000,0,459000,0,0
B,30,F,10,54.0,438000,0,438000,0,0
C,22,M,9999,54.0,455000,0,700,0,0
B,50,M,15,87.0,711000,0,711000,0,0
B,43,M,15,82.0,277000,0,277000,0,0
B,41,F,10,60.0,451000,0,451000,0,0
C,44,M,9999,84.0,991000,0,2300,0,0
D,30,M,9999,47.0,201000,0,400,0,0
B,38,F,10,69.0,25000,0,25000,0,0
D,49,F,9999,77.0,943000,0,2600,0,0
C,55,F,9999,32.0,554000,0,1900,0,0
C,26,M,9999,13.0,442000,0,700,0,0
B,23,F,10,69.0,429000,0,429000,0,0
A,31,F,20,68.0,931000,0,931000,0,0
D,34,F,9999,83.0,364000,0,700,0,0
D,36,F,9999,11.0,442000,0,900,0,0
B,41,M,10,26.0,379000,0,379000,0,0
C,47,M,9999,42.0,353000,0,900,0,0
B,49,M,15,39.0,116000,0,116000,0,0
A,30,F,15,60.0,762000,0,762000,0,0
C,39,F,9999,32.0,397000,0,900,0,0
C,45,M,9999,7.0,609000,0,1500,0,0
B,23,F,20,57.0,542000,0,542000,0,0
C,38,M,9999,76.0,249000,0,500,0,0
D,37,F,9999,48.0,816000,0,1600,0,0
B,54,M,10,9.0,28000,0,28000,0,0
C,58,F,9999,75.0,927000,0,3600,0,0
