policy_id,age_at_entry,sex,policy_term,policy_count,sum_assured,duration_mth
2033,46,F,10,74,982000,-30
2034,30,F,15,0,489000,102
2035,55,M,10,12,376000,-1
2036,34,F,10,95,678000,76
2037,39,M,20,2,581000,104
2038,39,F,10,55,249000,48
2039,20,F,15,36,697000,0
2040,57,F,10,13,477000,-2
2041,29,M,10,48,743000,49
2042,24,M,15,2,688000,5
2043,32,F,15,29,719000,57
2044,34,F,20,97,554000,185
2045,54,M,15,92,382000,29
2046,50,M,15,52,862000,171
2047,31,F,10,66,427000,37
2048,43,M,10,34,54000,76
2049,57,F,20,88,60000,125
2050,34,M,15,98,718000,172
2051,56,M,20,3,505000,201
2052,40,M,10,27,474000,37
2053,28,M,20,20,136000,159
2054,21,M,15,1,186000,89
2055,38,F,10,25,566000,17
2056,33,M,10,42,809000,-21
2057,27,F,10,97,496000,37
2058,47,F,20,2,521000,96
2059,55,M,15,10,754000,85
2060,20,F,10,29,637000,90
2061,58,M,15,57,957000,129
2062,39,M,15,60,609000,27
2063,46,F,10,98,675000,-13
2064,26,M,10,74,156000,30
2065,24,F,15,90,177000,-5
2066,27,F,15,86,845000,53
2067,33,F,10,66,315000,35
2068,32,F,15,92,354000,168
2069,40,M,20,100,817000,169
2070,28,F,10,51,201000,-23
2071,29,M,20,87,657000,63
2072,24,M,20,99,988000,233
2073,26,M,10,52,204000,95
2074,31,M,20,88,939000,42
2075,30,F,15,12,172000,174
2076,50,M,10,45,439000,57
2077,55,F,20,73,695000,131
2078,43,M,15,35,67000,76
2079,33,F,15,73,865000,79
2080,50,M,15,81,521000,24
2081,40,M,10,90,107000,77
2082,53,M,10,52,726000,118
2083,29,M,20,71,818000,119
2084,48,F,20,23,563000,130
2085,34,F,20,42,934000,192
2086,28,F,20,61,348000,187
2087,53,F,10,61,897000,9
2088,35,M,10,58,615000,67
2089,35,M,15,7,866000,53
2090,31,F,10,90,260000,74
2091,44,F,20,10,980000,38
2092,50,M,10,59,783000,38
2093,31,M,20,85,139000,-25
2094,44,F,20,36,536000,139
2095,22,F,20,97,920000,153
2096,45,M,20,36,216000,-12
2097,55,M,20,42,275000,226
2098,54,M,10,12,918000,31
2099,21,F,10,62,686000,74
2100,29,F,20,61,656000,78
2101,51,M,15,50,164000,121
2102,30,F,20,25,954000,223
2103,26,F,10,36,337000,6
2104,46,F,10,47,425000,28
2105,30,F,20,4,861000,23
2106,53,M,10,29,605000,109
2107,55,F,15,79,511000,90
2108,20,M,10,14,90000,-28
2109,59,F,15,44,249000,36
2110,56,F,10,47,794000,111
2111,42,M,15,97,949000,110
2112,30,F,10,46,827000,36
2113,21,M,15,7,415000,25
2114,32,F,20,91,263000,121
2115,54,M,10,30,463000,97
2116,45,M,20,31,788000,137
2117,40,F,10,85,287000,-2
2118,56,F,20,40,219000,7
2119,52,M,20,75,21000,81
2120,22,M,10,41,956000,68
2121,55,M,15,29,738000,95
2122,38,M,20,60,382000,218
2123,26,F,15,9,298000,-33
2124,52,M,20,15,559000,165
2125,38,F,10,41,605000,113
2126,39,M,20,54,751000,96
2127,39,F,15,18,165000,24
2128,44,M,10,18,792000,96
2129,52,F,20,33,988000,-8
2130,48,F,15,69,461000,177
2131,36,F,15,14,399000,7
2132,45,M,20,24,851000,146
2133,33,M,10,73,819000,0
2134,20,F,20,99,99000,125
2135,36,F,10,32,768000,98
2136,55,M,15,71,75000,57
2137,56,F,20,45,112000,168
2138,29,F,10,89,191000,10
2139,29,M,20,92,250000,204
2140,37,F,20,59,385000,29
2141,54,F,10,32,242000,-26
2142,53,M,10,27,226000,52
2143,28,F,10,45,377000,27
2144,34,M,15,2,571000,173
2145,45,F,20,30,505000,35
2146,37,M,20,40,787000,174
2147,21,F,20,53,432000,69
2148,44,M,10,98,20000,-17
2149,49,F,15,98,112000,93
2150,34,M,15,19,239000,47
2151,41,F,15,26,96000,-21
2152,31,F,15,33,574000,14
2153,59,F,10,36,299000,91
2154,40,M,20,93,162000,44
2155,20,M,20,93,982000,84
2156,27,M,20,36,868000,54
2157,34,F,15,65,511000,174
2158,35,M,10,41,791000,-19
2159,49,F,15,43,306000,124
2160,28,M,15,4,735000,153
2161,33,M,10,33,296000,26
2162,24,F,20,15,652000,117
2163,34,F,15,87,736000,158
2164,58,F,10,23,675000,31
2165,41,M,15,92,985000,66
2166,52,F,10,6,925000,66
2167,37,M,15,60,256000,149
2168,58,M,15,24,284000,78
2169,58,F,15,9,448000,87
2170,36,F,15,51,749000,60
2171,54,M,20,77,870000,85
2172,30,F,15,21,846000,19
2173,36,M,20,46,620000,183
2174,55,M,20,19,461000,131
2175,48,M,15,4,725000,164
2176,30,F,10,96,936000,67
2177,28,M,15,73,36000,24
2178,37,M,10,80,434000,7
2179,43,M,20,25,600000,119
2180,44,M,15,96,640000,162
2181,20,F,15,7,807000,-17
2182,28,F,15,12,617000,79
2183,39,M,20,81,166000,219
2184,39,M,15,41,459000,136
2185,57,F,10,18,867000,20
2186,51,F,15,22,237000,89
2187,50,F,15,10,166000,160
2188,43,F,20,46,833000,90
2189,42,F,15,1,427000,57
2190,33,F,15,91,324000,-2
2191,21,M,15,32,100000,54
2192,25,M,15,76,445000,118
2193,23,F,20,40,404000,-35
2194,37,F,15,75,195000,171
2195,38,M,20,97,509000,93
2196,38,M,10,12,792000,117
2197,25,F,15,52,53000,100
2198,31,M,10,27,85000,38
2199,20,F,15,69,522000,164
2200,35,M,10,55,806000,-17
2201,29,F,10,76,524000,116
2202,35,F,15,32,167000,42
2203,43,F,10,24,445000,37
2204,24,F,10,94,739000,-25
2205,42,F,10,89,540000,-10
2206,56,F,20,61,979000,101
2207,23,M,15,48,515000,118
2208,51,M,20,48,342000,79
2209,47,M,10,50,921000,118
2210,44,F,15,47,670000,99
2211,48,F,10,48,580000,109
2212,30,F,20,17,507000,-23
2213,46,F,15,28,142000,59
2214,42,F,20,42,603000,20
2215,58,F,15,50,214000,139
2216,34,F,20,88,348000,45
2217,54,M,10,66,806000,0
2218,28,M,10,93,833000,-30
2219,29,F,20,36,612000,107
2220,31,M,10,63,367000,35
2221,34,M,10,46,557000,89
2222,43,F,20,31,885000,136
2223,41,F,10,42,73000,4
2224,31,F,20,80,843000,61
2225,21,M,15,77,261000,180
2226,45,F,10,26,581000,-17
2227,34,F,20,40,93000,-33
2228,54,M,15,25,399000,79
2229,39,F,10,14,662000,100
2230,49,M,15,98,248000,115
2231,50,M,10,64,287000,115
2232,55,F,10,83,41000,59
2233,54,M,15,65,134000,-3
2234,55,F,20,38,835000,-34
2235,29,F,15,49,899000,2
2236,50,M,15,58,173000,52
2237,30,M,15,75,650000,58
2238,39,F,15,12,342000,155
2239,28,F,15,35,505000,26
2240,28,F,15,34,341000,163
2241,32,F,10,62,477000,-33
2242,22,F,15,44,580000,103
2243,57,M,20,25,65000,100
2244,35,F,20,25,39000,126
2245,45,F,10,1,607000,84
2246,24,M,15,36,459000,7
2247,25,F,10,76,845000,85
2248,24,M,20,78,560000,25
2249,22,M,10,34,686000,-27
2250,31,M,10,39,539000,22
2251,22,M,10,52,36000,82
2252,33,M,15,56,192000,39
2253,39,F,20,85,434000,107
2254,59,F,15,53,312000,-18
2255,27,F,15,95,329000,133
2256,25,F,10,9,731000,-21
2257,52,M,10,60,640000,45
2258,44,F,20,79,531000,107
2259,27,M,10,17,931000,120
2260,21,F,15,4,225000,47
2261,24,F,20,62,339000,70
2262,53,F,10,8,312000,-16
2263,22,F,10,35,533000,82
2264,24,F,10,96,533000,38
2265,59,F,10,98,615000,107
2266,35,F,10,27,728000,36
2267,28,F,15,17,153000,16
2268,39,M,15,5,876000,4
2269,44,M,15,46,952000,95
2270,51,F,15,63,995000,146
2271,21,F,10,42,357000,89
2272,39,M,20,89,136000,149
2273,40,M,15,78,555000,177
2274,31,F,10,94,847000,113
2275,34,M,15,45,712000,54
2276,51,F,20,76,882000,-1
2277,28,M,20,86,755000,7
2278,28,F,15,66,373000,25
2279,43,F,15,69,769000,-19
2280,58,M,15,55,571000,71
2281,58,M,20,28,734000,145
2282,45,M,15,23,834000,47
2283,24,F,15,56,916000,143
2284,20,F,10,97,340000,107
2285,21,M,10,1,432000,-22
2286,58,M,15,69,524000,93
2287,40,F,10,55,221000,78
2288,54,M,15,8,534000,101
2289,43,M,20,89,231000,211
2290,28,F,10,47,515000,-16
2291,44,M,15,90,760000,122
2292,59,F,10,23,46000,-28
2293,53,M,15,89,684000,92
2294,36,M,15,64,451000,70
2295,48,F,15,57,47000,68
2296,59,M,10,32,305000,57
2297,59,F,15,68,13000,115
2298,40,M,20,65,594000,-31
2299,53,M,10,30,570000,70
2300,36,F,15,92,486000,-17
2301,49,F,15,69,141000,34
2302,34,M,20,71,54000,232
2303,35,F,10,86,859000,91
2304,49,M,10,39,609000,35
2305,26,M,10,54,115000,-10
2306,50,F,15,28,156000,3
2307,49,M,15,14,386000,158
2308,52,M,10,17,336000,28
2309,40,M,10,91,299000,-24
2310,50,F,20,17,327000,95
2311,22,M,10,96,175000,26
2312,25,M,10,10,26000,46
2313,38,M,20,83,416000,111
2314,22,F,15,35,802000,121
2315,30,F,20,79,261000,94
2316,32,M,20,94,959000,79
2317,35,F,20,14,294000,67
2318,33,F,10,12,414000,28
2319,29,M,15,0,792000,144
2320,35,M,10,31,663000,40
2321,51,M,10,43,438000,52
2322,42,M,10,15,556000,33
2323,24,M,10,63,59000,-7
2324,30,M,10,19,310000,-23
2325,21,F,10,68,514000,-18
2326,59,M,15,47,187000,25
2327,49,M,10,49,32000,84
2328,35,M,10,49,942000,54
2329,48,F,20,65,216000,62
2330,28,F,10,44,898000,-12
2331,30,F,15,62,817000,-14
2332,35,M,20,30,795000,7
2333,23,F,15,4,135000,12
2334,37,M,15,74,869000,96
2335,33,F,20,72,255000,162
2336,41,F,15,75,105000,30
2337,45,F,10,86,516000,44
2338,27,M,10,3,147000,94
2339,44,F,10,53,833000,79
2340,37,F,10,39,186000,21
2341,55,F,10,75,652000,85
2342,57,F,15,40,832000,91
2343,58,F,15,92,881000,59
2344,25,F,10,86,930000,66
2345,31,F,15,80,896000,74
2346,52,M,20,30,860000,-9
2347,23,M,15,27,59000,62
2348,29,M,10,16,649000,35
2349,34,F,10,90,436000,-35
2350,33,F,20,91,109000,230
2351,27,F,20,99,591000,-14
2352,55,F,20,88,95000,-22
2353,37,M,20,53,789000,44
2354,38,M,10,88,508000,53
2355,39,F,15,7,536000,-4
2356,57,F,15,28,991000,86
2357,59,M,20,86,34000,-26
2358,20,F,15,97,134000,134
2359,50,F,20,8,428000,177
2360,42,F,20,55,105000,228
2361,46,M,15,41,603000,2
2362,22,M,15,27,195000,144
2363,40,M,10,88,992000,21
2364,40,F,20,82,957000,24
2365,58,F,10,53,412000,53
2366,50,F,10,93,531000,36
2367,45,M,20,24,89000,83
2368,25,M,20,48,410000,20
2369,34,M,20,39,678000,98
2370,28,M,15,48,961000,103
2371,29,F,20,26,192000,153
2372,53,F,10,53,798000,110
2373,41,F,15,68,934000,161
2374,50,M,10,16,558000,32
2375,41,M,15,71,261000,106
2376,42,M,15,44,396000,30
2377,21,M,15,53,289000,147
2378,43,F,10,83,882000,25
2379,37,F,15,2,761000,159
2380,27,M,10,49,995000,24
2381,42,F,10,80,251000,120
2382,40,M,15,91,719000,67
2383,30,F,15,74,166000,31
2384,55,M,20,35,271000,100
2385,57,F,10,8,563000,102
2386,37,F,15,85,690000,138
2387,25,F,20,3,92000,41
2388,22,F,10,56,725000,76
2389,55,F,20,19,112000,-33
2390,57,M,15,29,402000,145
2391,43,F,20,3,594000,110
2392,51,M,20,95,452000,20
2393,24,F,15,93,51000,146
2394,22,F,10,71,383000,62
2395,32,F,10,5,883000,107
2396,36,F,15,6,194000,-7
2397,35,M,20,43,544000,51
2398,26,F,10,100,505000,97
2399,22,F,20,33,254000,11
2400,55,F,15,1,996000,70
2401,42,M,20,47,31000,102
2402,46,F,10,17,348000,-9
2403,42,F,20,90,818000,-19
2404,57,M,10,52,419000,110
2405,27,F,15,75,243000,121
2406,38,M,15,49,252000,170
2407,31,M,15,32,437000,149
2408,59,M,20,35,869000,179
2409,48,F,20,22,622000,222
2410,23,F,20,68,447000,37
2411,22,M,10,20,186000,39
2412,29,F,20,13,597000,-23
2413,30,M,10,71,410000,94
2414,52,M,15,30,725000,30
2415,58,M,15,44,321000,75
2416,43,M,10,78,743000,70
2417,53,F,20,18,699000,-25
2418,56,M,15,75,583000,81
2419,27,M,20,18,944000,232
2420,34,F,20,67,255000,103
2421,28,F,15,90,527000,112
2422,20,M,10,30,510000,16
2423,24,M,15,66,180000,-29
2424,38,M,20,63,757000,13
2425,30,F,10,82,439000,60
2426,25,M,20,23,675000,195
2427,43,F,20,28,123000,218
2428,26,F,20,81,756000,94
2429,27,F,10,73,799000,-24
2430,28,F,15,16,396000,35
2431,37,M,20,30,748000,20
2432,28,M,10,27,967000,-36
2433,27,M,15,72,41000,46
2434,36,F,20,43,943000,143
2435,40,F,15,77,325000,30
2436,42,F,10,9,444000,-26
2437,39,F,10,43,996000,43
2438,53,M,10,96,312000,17
2439,51,F,15,16,960000,147
2440,21,M,10,44,883000,111
2441,41,M,15,55,644000,-23
2442,22,F,10,73,396000,60
2443,45,F,10,47,584000,68
2444,33,M,20,16,957000,-33
2445,53,F,15,21,54000,10
2446,36,F,20,45,372000,164
2447,58,F,20,32,140000,13
2448,23,M,15,81,213000,5
2449,32,M,20,32,605000,-5
2450,50,M,20,72,396000,149
2451,37,F,20,92,982000,142
2452,30,F,20,94,794000,148
2453,55,M,15,64,329000,-11
2454,59,F,20,86,990000,146
2455,34,F,15,55,278000,-7
2456,46,M,10,82,127000,74
2457,42,M,15,14,379000,15
2458,22,F,10,94,466000,47
2459,38,F,20,78,643000,113
2460,56,M,10,57,275000,-1
2461,36,M,20,32,326000,221
2462,38,M,10,46,458000,27
2463,58,M,10,3,699000,-33
2464,52,F,20,35,698000,195
2465,49,F,20,41,11000,185
2466,48,F,15,92,246000,-3
2467,35,F,20,91,196000,-2
2468,31,M,20,54,657000,-10
2469,58,F,20,51,807000,64
2470,39,M,15,32,284000,121
2471,26,F,20,39,501000,122
2472,21,F,10,32,86000,51
2473,21,M,15,66,424000,86
2474,21,M,15,84,283000,16
2475,38,F,15,53,759000,79
2476,33,M,20,85,353000,191
2477,22,F,10,1,900000,76
2478,56,M,15,29,526000,51
2479,58,M,10,51,639000,-15
2480,49,M,15,8,922000,-35
2481,53,F,15,92,557000,114
2482,50,F,15,22,219000,132
2483,57,F,10,8,712000,-17
2484,36,M,10,7,507000,-15
2485,48,M,20,3,867000,11
2486,58,F,10,74,303000,66
2487,45,F,10,51,561000,108
2488,42,M,10,8,79000,-13
2489,20,M,15,61,640000,-15
2490,44,F,10,46,442000,34
2491,38,M,20,33,389000,210
2492,55,M,10,5,178000,42
2493,27,F,10,72,815000,-18
2494,29,M,10,47,382000,85
2495,20,F,20,43,754000,125
2496,28,F,20,55,512000,226
2497,22,F,10,52,240000,50
2498,41,M,10,14,198000,37
2499,56,M,20,59,947000,45
2500,41,F,15,51,925000,-33
2501,30,F,20,44,294000,16
2502,45,F,10,65,413000,-25
2503,48,M,20,92,278000,159
2504,24,F,20,86,406000,18
2505,54,M,10,29,259000,45
2506,31,F,10,35,987000,14
2507,25,M,15,16,694000,127
2508,30,F,15,30,195000,117
2509,36,F,20,43,286000,2
2510,39,F,20,73,525000,29
2511,33,F,20,85,122000,71
2512,43,M,10,95,646000,94
2513,55,F,15,75,953000,-9
2514,37,M,10,71,690000,73
2515,57,M,10,26,587000,30
2516,55,F,20,87,97000,10
2517,40,M,15,100,426000,124
2518,36,M,20,43,703000,136
2519,34,F,10,98,530000,87
2520,41,F,10,77,948000,8
2521,32,F,20,12,814000,175
2522,24,M,10,7,28000,21
2523,37,F,20,75,474000,155
2524,40,M,20,89,383000,10
2525,33,F,10,15,435000,115
2526,58,M,10,45,99000,101
2527,51,M,20,38,995000,15
2528,55,M,15,3,419000,48
2529,30,F,10,1,502000,-32
2530,20,M,20,25,496000,158
2531,39,M,15,93,359000,64
2532,59,M,15,77,794000,170
2533,34,M,20,26,119000,105
2534,42,F,10,46,433000,-18
2535,51,M,10,3,732000,75
2536,52,M,10,74,691000,-5
2537,20,M,15,80,548000,129
2538,29,F,10,36,982000,112
2539,58,M,20,53,116000,114
2540,22,F,10,54,729000,3
2541,49,M,20,89,502000,162
2542,55,M,20,33,469000,31
2543,52,F,10,69,231000,98
2544,39,F,20,86,660000,1
2545,37,M,15,39,27000,103
2546,30,M,20,2,345000,-15
2547,52,F,15,43,34000,-8
2548,30,M,10,20,266000,61
2549,22,M,15,96,535000,-2
2550,35,F,15,49,541000,178
2551,57,F,20,23,724000,216
2552,28,M,10,87,448000,49
2553,20,M,10,71,890000,85
2554,29,F,10,89,981000,108
2555,26,F,15,42,524000,59
2556,44,F,20,5,898000,27
2557,42,M,15,1,518000,1
2558,56,F,10,55,364000,82
2559,35,M,10,88,454000,-9
2560,45,F,15,60,861000,36
2561,27,F,20,54,416000,117
2562,41,M,15,0,49000,42
2563,32,M,20,44,543000,94
2564,26,F,15,82,109000,6
2565,57,M,20,20,703000,-2
2566,20,F,10,17,968000,-11
2567,48,M,15,88,679000,33
2568,54,M,10,41,991000,34
2569,46,M,15,19,556000,87
2570,54,F,10,60,745000,89
2571,21,M,15,2,133000,86
2572,54,F,20,79,25000,224
2573,41,M,15,0,945000,106
2574,26,M,15,26,989000,170
2575,57,M,20,23,445000,210
2576,21,M,15,38,879000,137
2577,50,M,15,4,159000,64
2578,39,M,20,76,885000,12
2579,21,M,15,42,327000,153
2580,38,F,20,27,749000,116
2581,51,F,10,48,154000,68
2582,40,M,15,73,154000,154
2583,36,F,15,74,544000,133
2584,48,F,15,27,971000,156
2585,20,M,10,17,143000,49
2586,54,M,10,21,387000,52
2587,36,F,10,85,298000,64
2588,39,F,15,67,630000,49
2589,23,F,20,88,659000,205
2590,51,F,20,57,383000,24
2591,31,M,10,95,17000,75
2592,20,F,15,32,204000,141
2593,48,M,20,21,875000,192
2594,28,F,15,48,451000,0
2595,22,M,20,32,937000,74
2596,29,M,10,95,933000,57
2597,44,F,15,98,921000,104
2598,35,M,10,26,851000,-11
2599,21,M,15,93,283000,22
2600,54,M,20,82,762000,186
2601,43,M,15,39,24000,-33
2602,26,M,15,8,839000,151
2603,54,M,15,53,806000,-10
2604,53,F,15,3,607000,145
2605,25,F,15,26,542000,9
2606,26,M,20,4,511000,117
2607,28,F,10,61,184000,84
2608,26,M,15,47,451000,46
2609,53,M,10,27,1000000,26
2610,34,F,20,58,668000,211
2611,21,F,15,11,652000,-15
2612,39,F,15,49,544000,157
2613,26,F,15,55,158000,13
2614,54,M,10,96,680000,117
2615,48,M,20,76,593000,0
2616,43,F,10,57,57000,-34
2617,42,F,15,69,668000,20
2618,31,M,10,57,936000,92
2619,42,M,15,60,267000,138
2620,26,F,15,50,720000,124
2621,22,F,15,24,241000,159
2622,42,M,15,32,482000,24
2623,57,M,10,84,130000,6
2624,50,F,20,68,227000,175
2625,52,M,15,58,151000,69
2626,37,F,10,4,198000,9
2627,29,M,20,56,824000,48
2628,29,F,10,58,280000,1
2629,25,F,10,57,705000,14
2630,32,M,15,48,275000,115
2631,39,F,10,54,359000,56
2632,38,F,10,54,784000,84
2633,49,M,10,57,37000,67
2634,54,F,15,88,738000,0
2635,26,M,10,68,896000,-24
2636,56,F,10,78,432000,-16
2637,49,F,20,12,893000,173
2638,24,F,15,45,882000,21
2639,26,M,20,54,539000,84
2640,22,F,10,70,72000,117
2641,49,M,15,73,800000,10
2642,31,M,15,49,175000,142
2643,27,F,20,39,888000,126
2644,20,M,10,12,696000,2
2645,41,F,10,36,848000,73
2646,40,M,10,37,834000,-4
2647,27,M,15,24,150000,137
2648,58,M,20,58,594000,57
2649,21,F,15,64,834000,126
2650,50,M,10,46,194000,87
2651,32,M,15,59,616000,-24
2652,32,F,20,5,831000,34
2653,21,M,15,80,272000,-10
2654,20,F,20,100,157000,199
2655,44,M,20,99,310000,1
2656,45,F,20,63,233000,127
2657,52,F,10,59,373000,47
2658,49,M,15,89,53000,-16
2659,59,F,20,57,655000,19
2660,54,F,20,86,818000,169
2661,51,F,15,33,507000,45
2662,54,M,10,54,488000,4
2663,42,F,10,33,411000,-25
2664,49,F,15,4,899000,87
2665,59,M,20,35,958000,160
2666,42,M,15,70,513000,106
2667,31,M,20,5,82000,221
2668,35,M,10,34,440000,25
2669,50,F,15,88,226000,112
2670,33,F,10,73,784000,74
2671,27,M,20,15,939000,193
2672,51,F,20,97,555000,124
2673,50,F,10,74,829000,112
2674,44,F,20,94,465000,216
2675,28,M,10,90,720000,-33
2676,56,F,10,1,956000,12
2677,56,F,20,20,582000,55
2678,50,F,10,31,159000,32
2679,39,F,20,20,200000,219
2680,29,M,10,91,699000,93
2681,54,M,20,7,712000,47
2682,24,F,10,9,325000,81
2683,59,F,20,87,238000,50
2684,20,M,20,19,347000,168
2685,51,F,20,32,46000,86
2686,23,M,15,4,394000,58
2687,41,M,15,38,712000,175
2688,34,M,15,81,494000,148
2689,20,F,15,57,397000,133
2690,56,F,15,60,349000,13
2691,28,M,10,59,493000,113
2692,32,F,20,77,902000,178
2693,51,M,15,85,543000,-33
2694,21,M,15,83,265000,-28
2695,41,M,10,95,899000,77
2696,53,M,20,10,618000,156
2697,38,F,20,8,463000,87
2698,38,M,20,74,773000,84
2699,58,M,15,57,708000,134
2700,41,M,10,61,175000,26
2701,46,F,20,0,756000,41
2702,45,F,20,73,995000,209
2703,25,M,15,92,511000,58
2704,23,F,15,43,70000,52
2705,44,M,15,99,796000,26
2706,40,M,20,60,20000,-36
2707,29,F,20,79,507000,128
2708,31,M,10,65,515000,-17
2709,42,F,15,50,458000,86
2710,29,F,10,53,29000,111
2711,47,M,20,85,479000,166
2712,21,F,20,63,260000,-2
2713,42,M,20,34,935000,67
2714,39,M,15,40,839000,125
2715,29,M,10,89,790000,38
2716,21,F,20,21,978000,-32
2717,33,F,20,48,746000,64
2718,23,F,20,53,238000,81
2719,43,F,20,66,326000,122
2720,43,F,20,6,768000,239
2721,48,F,20,63,539000,197
2722,45,F,20,12,179000,82
2723,41,F,10,50,165000,-5
2724,54,M,15,90,347000,155
2725,40,F,10,32,834000,102
2726,56,F,10,93,613000,62
2727,20,M,10,92,21000,36
2728,39,M,15,47,731000,164
2729,22,M,10,18,628000,37
2730,52,F,10,46,712000,25
2731,52,M,20,83,631000,111
2732,27,M,10,28,332000,23
2733,44,F,20,30,916000,142
2734,41,F,15,7,60000,46
2735,59,M,10,21,417000,2
2736,57,F,10,2,456000,-11
2737,27,M,20,89,63000,192
2738,22,F,20,39,803000,-7
2739,40,M,20,91,400000,34
2740,51,F,15,81,834000,79
2741,57,F,15,50,599000,-1
2742,26,F,20,20,912000,61
2743,33,F,15,78,338000,95
2744,21,M,15,39,222000,-19
2745,46,F,20,44,290000,144
2746,41,F,15,2,89000,-28
2747,37,M,10,39,904000,66
2748,54,M,15,58,442000,8
2749,34,M,10,17,662000,54
2750,33,M,15,39,698000,117
2751,53,F,10,5,807000,48
2752,29,M,15,23,553000,132
2753,44,F,10,73,186000,99
2754,32,F,10,69,716000,-20
2755,33,M,15,92,872000,164
2756,29,F,20,14,416000,231
2757,53,M,10,73,274000,79
2758,40,F,15,53,836000,172
2759,56,M,10,97,677000,26
2760,24,M,15,55,421000,121
2761,59,M,10,55,902000,75
2762,27,M,20,58,488000,53
2763,29,M,20,64,440000,119
2764,51,F,10,34,681000,-13
2765,32,M,10,99,798000,72
2766,28,M,10,37,117000,0
2767,21,M,15,63,54000,114
2768,46,F,15,14,163000,142
2769,36,F,10,78,60000,74
2770,37,F,10,30,541000,-17
2771,56,F,15,34,119000,88
2772,24,F,10,93,761000,-8
2773,28,F,10,12,857000,29
2774,34,F,10,39,640000,97
2775,55,F,15,98,619000,47
2776,28,F,20,67,565000,22
2777,48,F,20,10,647000,146
2778,50,F,15,5,640000,175
2779,47,M,20,83,915000,206
2780,55,M,10,89,933000,46
2781,29,M,15,24,241000,119
2782,47,F,20,46,821000,64
2783,26,M,20,67,492000,168
2784,39,F,10,31,829000,63
2785,48,M,15,57,36000,101
2786,58,F,15,94,27000,18
2787,27,M,15,33,583000,14
2788,27,F,10,20,471000,12
2789,22,F,15,32,459000,88
2790,23,M,10,62,844000,51
2791,42,M,20,20,584000,64
2792,28,M,20,21,564000,211
2793,29,F,10,22,232000,-13
2794,39,F,15,100,779000,66
2795,34,F,20,0,658000,45
2796,49,M,20,16,483000,210
2797,35,F,10,14,712000,14
2798,23,F,15,94,165000,170
2799,35,M,20,49,104000,-19
2800,57,M,10,36,728000,88
2801,32,M,10,9,538000,62
2802,39,M,20,34,156000,62
2803,34,M,15,100,340000,-16
2804,52,F,10,23,87000,35
2805,20,M,10,41,521000,-17
2806,47,F,10,87,409000,114
2807,34,F,10,97,59000,12
2808,23,M,10,69,578000,20
2809,48,M,15,69,145000,-17
2810,53,F,15,84,534000,24
2811,38,M,10,20,832000,-1
2812,33,F,10,82,491000,-35
2813,24,M,15,42,411000,81
2814,41,M,15,86,63000,119
2815,56,M,10,83,88000,32
2816,44,M,15,49,619000,22
2817,31,F,15,53,367000,-12
2818,33,F,10,71,862000,115
2819,50,M,20,65,179000,133
2820,30,M,10,35,735000,60
2821,39,F,10,68,744000,24
2822,36,M,20,98,154000,17
2823,33,F,20,40,159000,170
2824,49,M,20,30,741000,-30
2825,51,F,20,89,671000,101
2826,46,F,15,73,970000,156
2827,47,M,15,54,613000,2
2828,39,F,20,83,434000,13
2829,35,M,20,97,637000,151
2830,52,F,10,23,766000,-11
2831,33,F,15,56,914000,-17
2832,27,F,10,50,938000,12
2833,26,F,10,40,800000,56
2834,55,F,20,19,683000,72
2835,38,F,20,48,57000,49
2836,35,M,10,24,616000,80
2837,44,M,15,87,746000,141
2838,20,M,15,92,254000,175
2839,22,F,20,13,19000,219
2840,41,F,15,76,801000,50
2841,46,F,20,17,284000,32
2842,38,M,20,37,795000,-15
2843,49,F,20,78,693000,5
2844,30,M,20,89,592000,81
2845,26,F,20,19,431000,34
2846,41,M,15,96,633000,100
2847,59,M,10,46,907000,-27
2848,47,M,20,86,22000,-4
2849,43,M,10,87,697000,114
2850,57,F,15,61,943000,0
2851,21,M,20,77,257000,-10
2852,21,F,20,45,970000,149
2853,38,F,15,10,446000,32
2854,43,M,20,53,783000,147
2855,33,F,15,10,800000,93
2856,58,F,10,3,413000,-26
2857,29,F,20,75,464000,47
2858,33,M,15,84,137000,12
2859,51,M,20,26,704000,148
2860,56,F,10,66,402000,82
2861,43,M,20,87,467000,162
2862,33,M,20,75,773000,230
2863,46,F,15,27,692000,97
2864,49,M,10,31,412000,62
2865,45,F,20,62,116000,6
2866,36,M,10,10,484000,71
2867,22,M,20,88,283000,208
2868,45,F,20,39,164000,104
2869,45,M,10,90,972000,65
2870,46,F,20,87,919000,154
2871,44,M,15,60,991000,165
2872,25,F,20,13,359000,76
2873,21,F,10,2,25000,-12
2874,27,M,20,46,883000,124
2875,21,M,10,16,404000,-24
2876,40,F,10,6,419000,-4
2877,46,M,10,37,916000,0
2878,26,F,10,43,854000,51
2879,46,M,15,48,65000,164
2880,53,M,10,14,965000,15
2881,32,F,10,73,28000,23
2882,45,F,20,13,727000,-4
2883,52,M,15,45,605000,107
2884,23,F,20,34,745000,196
2885,57,M,15,44,440000,154
2886,54,F,20,24,311000,83
2887,46,M,10,53,306000,8
2888,51,F,15,89,533000,-19
2889,57,F,10,48,100000,20
2890,54,M,20,48,377000,0
2891,23,F,10,49,210000,24
2892,20,M,10,21,638000,110
2893,58,F,15,60,297000,27
2894,23,M,20,2,967000,194
2895,40,M,15,99,286000,138
