point_id,age_at_entry,sex,policy_term,policy_count,sum_assured
2284,20,F,10,1,340000
2285,21,M,10,1,432000
2286,58,M,15,1,524000
2287,40,F,10,1,221000
2288,54,M,15,1,534000
2289,43,M,20,1,231000
2290,28,F,10,1,515000
2291,44,M,15,1,760000
2292,59,F,10,1,46000
2293,53,M,15,1,684000
2294,36,M,15,1,451000
2295,48,F,15,1,47000
2296,59,M,10,1,305000
2297,59,F,15,1,13000
2298,40,M,20,1,594000
2299,53,M,10,1,570000
2300,36,F,15,1,486000
2301,49,F,15,1,141000
2302,34,M,20,1,54000
2303,35,F,10,1,859000
2304,49,M,10,1,609000
2305,26,M,10,1,115000
2306,50,F,15,1,156000
2307,49,M,15,1,386000
2308,52,M,10,1,336000
2309,40,M,10,1,299000
2310,50,F,20,1,327000
2311,22,M,10,1,175000
2312,25,M,10,1,26000
2313,38,M,20,1,416000
2314,22,F,15,1,802000
2315,30,F,20,1,261000
2316,32,M,20,1,959000
2317,35,F,20,1,294000
2318,33,F,10,1,414000
2319,29,M,15,1,792000
2320,35,M,10,1,663000
2321,51,M,10,1,438000
2322,42,M,10,1,556000
2323,24,M,10,1,59000
2324,30,M,10,1,310000
2325,21,F,10,1,514000
2326,59,M,15,1,187000
2327,49,M,10,1,32000
2328,35,M,10,1,942000
2329,48,F,20,1,216000
2330,28,F,10,1,898000
2331,30,F,15,1,817000
2332,35,M,20,1,795000
2333,23,F,15,1,135000
2334,37,M,15,1,869000
2335,33,F,20,1,255000
2336,41,F,15,1,105000
2337,45,F,10,1,516000
2338,27,M,10,1,147000
2339,44,F,10,1,833000
2340,37,F,10,1,186000
2341,55,F,10,1,652000
2342,57,F,15,1,832000
2343,58,F,15,1,881000
2344,25,F,10,1,930000
2345,31,F,15,1,896000
2346,52,M,20,1,860000
2347,23,M,15,1,59000
2348,29,M,10,1,649000
2349,34,F,10,1,436000
2350,33,F,20,1,109000
2351,27,F,20,1,591000
2352,55,F,20,1,95000
2353,37,M,20,1,789000
2354,38,M,10,1,508000
2355,39,F,15,1,536000
2356,57,F,15,1,991000
2357,59,M,20,1,34000
2358,20,F,15,1,134000
2359,50,F,20,1,428000
2360,42,F,20,1,105000
2361,46,M,15,1,603000
2362,22,M,15,1,195000
2363,40,M,10,1,992000
2364,40,F,20,1,957000
2365,58,F,10,1,412000
2366,50,F,10,1,531000
2367,45,M,20,1,89000
2368,25,M,20,1,410000
2369,34,M,20,1,678000
2370,28,M,15,1,961000
2371,29,F,20,1,192000
2372,53,F,10,1,798000
2373,41,F,15,1,934000
2374,50,M,10,1,558000
2375,41,M,15,1,261000
2376,42,M,15,1,396000
2377,21,M,15,1,289000
2378,43,F,10,1,882000
2379,37,F,15,1,761000
2380,27,M,10,1,995000
2381,42,F,10,1,251000
2382,40,M,15,1,719000
2383,30,F,15,1,166000
2384,55,M,20,1,271000
2385,57,F,10,1,563000
2386,37,F,15,1,690000
2387,25,F,20,1,92000
2388,22,F,10,1,725000
2389,55,F,20,1,112000
2390,57,M,15,1,402000
2391,43,F,20,1,594000
2392,51,M,20,1,452000
2393,24,F,15,1,51000
2394,22,F,10,1,383000
2395,32,F,10,1,883000
2396,36,F,15,1,194000
2397,35,M,20,1,544000
2398,26,F,10,1,505000
2399,22,F,20,1,254000
2400,55,F,15,1,996000
2401,42,M,20,1,31000
2402,46,F,10,1,348000
2403,42,F,20,1,818000
2404,57,M,10,1,419000
2405,27,F,15,1,243000
2406,38,M,15,1,252000
2407,31,M,15,1,437000
2408,59,M,20,1,869000
2409,48,F,20,1,622000
2410,23,F,20,1,447000
2411,22,M,10,1,186000
2412,29,F,20,1,597000
2413,30,M,10,1,410000
2414,52,M,15,1,725000
2415,58,M,15,1,321000
2416,43,M,10,1,743000
2417,53,F,20,1,699000
2418,56,M,15,1,583000
2419,27,M,20,1,944000
2420,34,F,20,1,255000
2421,28,F,15,1,527000
2422,20,M,10,1,510000
2423,24,M,15,1,180000
2424,38,M,20,1,757000
2425,30,F,10,1,439000
2426,25,M,20,1,675000
2427,43,F,20,1,123000
2428,26,F,20,1,756000
2429,27,F,10,1,799000
2430,28,F,15,1,396000
2431,37,M,20,1,748000
2432,28,M,10,1,967000
2433,27,M,15,1,41000
2434,36,F,20,1,943000
2435,40,F,15,1,325000
2436,42,F,10,1,444000
2437,39,F,10,1,996000
2438,53,M,10,1,312000
2439,51,F,15,1,960000
2440,21,M,10,1,883000
2441,41,M,15,1,644000
2442,22,F,10,1,396000
2443,45,F,10,1,584000
2444,33,M,20,1,957000
2445,53,F,15,1,54000
2446,36,F,20,1,372000
2447,58,F,20,1,140000
2448,23,M,15,1,213000
2449,32,M,20,1,605000
2450,50,M,20,1,396000
2451,37,F,20,1,982000
2452,30,F,20,1,794000
2453,55,M,15,1,329000
2454,59,F,20,1,990000
2455,34,F,15,1,278000
2456,46,M,10,1,127000
2457,42,M,15,1,379000
2458,22,F,10,1,466000
2459,38,F,20,1,643000
2460,56,M,10,1,275000
2461,36,M,20,1,326000
2462,38,M,10,1,458000
2463,58,M,10,1,699000
2464,52,F,20,1,698000
2465,49,F,20,1,11000
2466,48,F,15,1,246000
2467,35,F,20,1,196000
2468,31,M,20,1,657000
2469,58,F,20,1,807000
2470,39,M,15,1,284000
2471,26,F,20,1,501000
2472,21,F,10,1,86000
2473,21,M,15,1,424000
2474,21,M,15,1,283000
2475,38,F,15,1,759000
2476,33,M,20,1,353000
2477,22,F,10,1,900000
2478,56,M,15,1,526000
2479,58,M,10,1,639000
2480,49,M,15,1,922000
2481,53,F,15,1,557000
2482,50,F,15,1,219000
2483,57,F,10,1,712000
2484,36,M,10,1,507000
2485,48,M,20,1,867000
2486,58,F,10,1,303000
2487,45,F,10,1,561000
2488,42,M,10,1,79000
2489,20,M,15,1,640000
2490,44,F,10,1,442000
2491,38,M,20,1,389000
2492,55,M,10,1,178000
2493,27,F,10,1,815000
2494,29,M,10,1,382000
2495,20,F,20,1,754000
2496,28,F,20,1,512000
2497,22,F,10,1,240000
2498,41,M,10,1,198000
2499,56,M,20,1,947000
2500,41,F,15,1,925000
2501,30,F,20,1,294000
2502,45,F,10,1,413000
2503,48,M,20,1,278000
2504,24,F,20,1,406000
2505,54,M,10,1,259000
2506,31,F,10,1,987000
2507,25,M,15,1,694000
2508,30,F,15,1,195000
2509,36,F,20,1,286000
2510,39,F,20,1,525000
2511,33,F,20,1,122000
2512,43,M,10,1,646000
2513,55,F,15,1,953000
2514,37,M,10,1,690000
2515,57,M,10,1,587000
2516,55,F,20,1,97000
2517,40,M,15,1,426000
2518,36,M,20,1,703000
2519,34,F,10,1,530000
2520,41,F,10,1,948000
2521,32,F,20,1,814000
2522,24,M,10,1,28000
2523,37,F,20,1,474000
2524,40,M,20,1,383000
2525,33,F,10,1,435000
2526,58,M,10,1,99000
2527,51,M,20,1,995000
2528,55,M,15,1,419000
2529,30,F,10,1,502000
2530,20,M,20,1,496000
2531,39,M,15,1,359000
2532,59,M,15,1,794000
2533,34,M,20,1,119000
2534,42,F,10,1,433000
2535,51,M,10,1,732000
2536,52,M,10,1,691000
2537,20,M,15,1,548000
2538,29,F,10,1,982000
2539,58,M,20,1,116000
2540,22,F,10,1,729000
2541,49,M,20,1,502000
2542,55,M,20,1,469000
2543,52,F,10,1,231000
2544,39,F,20,1,660000
2545,37,M,15,1,27000
2546,30,M,20,1,345000
2547,52,F,15,1,34000
2548,30,M,10,1,266000
2549,22,M,15,1,535000
2550,35,F,15,1,541000
2551,57,F,20,1,724000
2552,28,M,10,1,448000
2553,20,M,10,1,890000
2554,29,F,10,1,981000
2555,26,F,15,1,524000
2556,44,F,20,1,898000
2557,42,M,15,1,518000
2558,56,F,10,1,364000
2559,35,M,10,1,454000
2560,45,F,15,1,861000
2561,27,F,20,1,416000
2562,41,M,15,1,49000
2563,32,M,20,1,543000
2564,26,F,15,1,109000
2565,57,M,20,1,703000
2566,20,F,10,1,968000
2567,48,M,15,1,679000
2568,54,M,10,1,991000
2569,46,M,15,1,556000
2570,54,F,10,1,745000
2571,21,M,15,1,133000
2572,54,F,20,1,25000
2573,41,M,15,1,945000
2574,26,M,15,1,989000
2575,57,M,20,1,445000
2576,21,M,15,1,879000
2577,50,M,15,1,159000
2578,39,M,20,1,885000
2579,21,M,15,1,327000
2580,38,F,20,1,749000
2581,51,F,10,1,154000
2582,40,M,15,1,154000
2583,36,F,15,1,544000
2584,48,F,15,1,971000
2585,20,M,10,1,143000
2586,54,M,10,1,387000
2587,36,F,10,1,298000
2588,39,F,15,1,630000
2589,23,F,20,1,659000
2590,51,F,20,1,383000
2591,31,M,10,1,17000
2592,20,F,15,1,204000
2593,48,M,20,1,875000
2594,28,F,15,1,451000
2595,22,M,20,1,937000
2596,29,M,10,1,933000
2597,44,F,15,1,921000
2598,35,M,10,1,851000
2599,21,M,15,1,283000
2600,54,M,20,1,762000
2601,43,M,15,1,24000
2602,26,M,15,1,839000
2603,54,M,15,1,806000
2604,53,F,15,1,607000
2605,25,F,15,1,542000
2606,26,M,20,1,511000
2607,28,F,10,1,184000
2608,26,M,15,1,451000
2609,53,M,10,1,1000000
2610,34,F,20,1,668000
2611,21,F,15,1,652000
2612,39,F,15,1,544000
2613,26,F,15,1,158000
2614,54,M,10,1,680000
2615,48,M,20,1,593000
2616,43,F,10,1,57000
2617,42,F,15,1,668000
2618,31,M,10,1,936000
2619,42,M,15,1,267000
2620,26,F,15,1,720000
2621,22,F,15,1,241000
2622,42,M,15,1,482000
2623,57,M,10,1,130000
2624,50,F,20,1,227000
2625,52,M,15,1,151000
2626,37,F,10,1,198000
2627,29,M,20,1,824000
2628,29,F,10,1,280000
2629,25,F,10,1,705000
2630,32,M,15,1,275000
2631,39,F,10,1,359000
2632,38,F,10,1,784000
2633,49,M,10,1,37000
2634,54,F,15,1,738000
2635,26,M,10,1,896000
2636,56,F,10,1,432000
2637,49,F,20,1,893000
2638,24,F,15,1,882000
2639,26,M,20,1,539000
2640,22,F,10,1,72000
2641,49,M,15,1,800000
2642,31,M,15,1,175000
2643,27,F,20,1,888000
2644,20,M,10,1,696000
2645,41,F,10,1,848000
2646,40,M,10,1,834000
2647,27,M,15,1,150000
2648,58,M,20,1,594000
2649,21,F,15,1,834000
2650,50,M,10,1,194000
2651,32,M,15,1,616000
2652,32,F,20,1,831000
2653,21,M,15,1,272000
2654,20,F,20,1,157000
2655,44,M,20,1,310000
2656,45,F,20,1,233000
2657,52,F,10,1,373000
2658,49,M,15,1,53000
2659,59,F,20,1,655000
2660,54,F,20,1,818000
2661,51,F,15,1,507000
2662,54,M,10,1,488000
2663,42,F,10,1,411000
2664,49,F,15,1,899000
2665,59,M,20,1,958000
2666,42,M,15,1,513000
2667,31,M,20,1,82000
2668,35,M,10,1,440000
2669,50,F,15,1,226000
2670,33,F,10,1,784000
2671,27,M,20,1,939000
2672,51,F,20,1,555000
2673,50,F,10,1,829000
2674,44,F,20,1,465000
2675,28,M,10,1,720000
2676,56,F,10,1,956000
2677,56,F,20,1,582000
2678,50,F,10,1,159000
2679,39,F,20,1,200000
2680,29,M,10,1,699000
2681,54,M,20,1,712000
2682,24,F,10,1,325000
2683,59,F,20,1,238000
2684,20,M,20,1,347000
2685,51,F,20,1,46000
2686,23,M,15,1,394000
2687,41,M,15,1,712000
2688,34,M,15,1,494000
2689,20,F,15,1,397000
2690,56,F,15,1,349000
2691,28,M,10,1,493000
2692,32,F,20,1,902000
2693,51,M,15,1,543000
2694,21,M,15,1,265000
2695,41,M,10,1,899000
2696,53,M,20,1,618000
2697,38,F,20,1,463000
2698,38,M,20,1,773000
2699,58,M,15,1,708000
2700,41,M,10,1,175000
2701,46,F,20,1,756000
2702,45,F,20,1,995000
2703,25,M,15,1,511000
2704,23,F,15,1,70000
2705,44,M,15,1,796000
2706,40,M,20,1,20000
2707,29,F,20,1,507000
2708,31,M,10,1,515000
2709,42,F,15,1,458000
2710,29,F,10,1,29000
2711,47,M,20,1,479000
2712,21,F,20,1,260000
2713,42,M,20,1,935000
2714,39,M,15,1,839000
2715,29,M,10,1,790000
2716,21,F,20,1,978000
2717,33,F,20,1,746000
2718,23,F,20,1,238000
2719,43,F,20,1,326000
2720,43,F,20,1,768000
2721,48,F,20,1,539000
2722,45,F,20,1,179000
2723,41,F,10,1,165000
2724,54,M,15,1,347000
2725,40,F,10,1,834000
2726,56,F,10,1,613000
2727,20,M,10,1,21000
2728,39,M,15,1,731000
2729,22,M,10,1,628000
2730,52,F,10,1,712000
2731,52,M,20,1,631000
2732,27,M,10,1,332000
2733,44,F,20,1,916000
2734,41,F,15,1,60000
2735,59,M,10,1,417000
2736,57,F,10,1,456000
2737,27,M,20,1,63000
2738,22,F,20,1,803000
2739,40,M,20,1,400000
2740,51,F,15,1,834000
2741,57,F,15,1,599000
2742,26,F,20,1,912000
2743,33,F,15,1,338000
2744,21,M,15,1,222000
2745,46,F,20,1,290000
2746,41,F,15,1,89000
2747,37,M,10,1,904000
2748,54,M,15,1,442000
2749,34,M,10,1,662000
2750,33,M,15,1,698000
2751,53,F,10,1,807000
2752,29,M,15,1,553000
2753,44,F,10,1,186000
2754,32,F,10,1,716000
2755,33,M,15,1,872000
2756,29,F,20,1,416000
2757,53,M,10,1,274000
2758,40,F,15,1,836000
2759,56,M,10,1,677000
2760,24,M,15,1,421000
2761,59,M,10,1,902000
2762,27,M,20,1,488000
2763,29,M,20,1,440000
2764,51,F,10,1,681000
2765,32,M,10,1,798000
2766,28,M,10,1,117000
2767,21,M,15,1,54000
2768,46,F,15,1,163000
2769,36,F,10,1,60000
2770,37,F,10,1,541000
2771,56,F,15,1,119000
2772,24,F,10,1,761000
2773,28,F,10,1,857000
2774,34,F,10,1,640000
2775,55,F,15,1,619000
2776,28,F,20,1,565000
2777,48,F,20,1,647000
2778,50,F,15,1,640000
2779,47,M,20,1,915000
2780,55,M,10,1,933000
2781,29,M,15,1,241000
2782,47,F,20,1,821000
2783,26,M,20,1,492000
2784,39,F,10,1,829000
2785,48,M,15,1,36000
2786,58,F,15,1,27000
2787,27,M,15,1,583000
2788,27,F,10,1,471000
2789,22,F,15,1,459000
2790,23,M,10,1,844000
2791,42,M,20,1,584000
2792,28,M,20,1,564000
2793,29,F,10,1,232000
2794,39,F,15,1,779000
2795,34,F,20,1,658000
2796,49,M,20,1,483000
2797,35,F,10,1,712000
2798,23,F,15,1,165000
2799,35,M,20,1,104000
2800,57,M,10,1,728000
2801,32,M,10,1,538000
2802,39,M,20,1,156000
2803,34,M,15,1,340000
2804,52,F,10,1,87000
2805,20,M,10,1,521000
2806,47,F,10,1,409000
2807,34,F,10,1,59000
2808,23,M,10,1,578000
2809,48,M,15,1,145000
2810,53,F,15,1,534000
2811,38,M,10,1,832000
2812,33,F,10,1,491000
2813,24,M,15,1,411000
2814,41,M,15,1,63000
2815,56,M,10,1,88000
2816,44,M,15,1,619000
2817,31,F,15,1,367000
2818,33,F,10,1,862000
2819,50,M,20,1,179000
2820,30,M,10,1,735000
2821,39,F,10,1,744000
2822,36,M,20,1,154000
2823,33,F,20,1,159000
2824,49,M,20,1,741000
2825,51,F,20,1,671000
2826,46,F,15,1,970000
2827,47,M,15,1,613000
2828,39,F,20,1,434000
2829,35,M,20,1,637000
2830,52,F,10,1,766000
2831,33,F,15,1,914000
2832,27,F,10,1,938000
2833,26,F,10,1,800000
2834,55,F,20,1,683000
2835,38,F,20,1,57000
2836,35,M,10,1,616000
2837,44,M,15,1,746000
2838,20,M,15,1,254000
2839,22,F,20,1,19000
2840,41,F,15,1,801000
2841,46,F,20,1,284000
2842,38,M,20,1,795000
2843,49,F,20,1,693000
2844,30,M,20,1,592000
2845,26,F,20,1,431000
2846,41,M,15,1,633000
2847,59,M,10,1,907000
2848,47,M,20,1,22000
2849,43,M,10,1,697000
2850,57,F,15,1,943000
2851,21,M,20,1,257000
2852,21,F,20,1,970000
2853,38,F,15,1,446000
2854,43,M,20,1,783000
2855,33,F,15,1,800000
2856,58,F,10,1,413000
2857,29,F,20,1,464000
2858,33,M,15,1,137000
2859,51,M,20,1,704000
2860,56,F,10,1,402000
2861,43,M,20,1,467000
2862,33,M,20,1,773000
2863,46,F,15,1,692000
2864,49,M,10,1,412000
2865,45,F,20,1,116000
2866,36,M,10,1,484000
2867,22,M,20,1,283000
2868,45,F,20,1,164000
2869,45,M,10,1,972000
2870,46,F,20,1,919000
2871,44,M,15,1,991000
2872,25,F,20,1,359000
2873,21,F,10,1,25000
2874,27,M,20,1,883000
2875,21,M,10,1,404000
2876,40,F,10,1,419000
2877,46,M,10,1,916000
2878,26,F,10,1,854000
2879,46,M,15,1,65000
2880,53,M,10,1,965000
2881,32,F,10,1,28000
2882,45,F,20,1,727000
2883,52,M,15,1,605000
2884,23,F,20,1,745000
2885,57,M,15,1,440000
2886,54,F,20,1,311000
2887,46,M,10,1,306000
2888,51,F,15,1,533000
2889,57,F,10,1,100000
2890,54,M,20,1,377000
2891,23,F,10,1,210000
2892,20,M,10,1,638000
2893,58,F,15,1,297000
2894,23,M,20,1,967000
2895,40,M,15,1,286000
2896,26,F,20,1,743000
2897,54,M,20,1,801000
2898,23,F,10,1,793000
2899,44,F,15,1,934000
2900,45,F,10,1,496000
2901,35,F,10,1,510000
2902,58,M,15,1,912000
2903,40,F,20,1,906000
2904,49,M,15,1,900000
2905,43,F,20,1,890000
2906,22,F,15,1,903000
2907,39,F,20,1,200000
2908,55,F,10,1,962000
2909,50,M,15,1,581000
2910,33,F,15,1,150000
2911,26,F,15,1,565000
2912,38,F,20,1,23000
2913,37,F,10,1,224000
2914,48,M,10,1,371000
2915,55,F,10,1,355000
2916,43,F,10,1,43000
2917,30,M,10,1,886000
2918,54,F,20,1,501000
2919,23,F,20,1,956000
2920,27,M,10,1,243000
2921,25,F,20,1,366000
2922,29,M,15,1,106000
2923,53,M,20,1,368000
2924,25,M,10,1,246000
2925,31,F,20,1,127000
2926,30,M,15,1,945000
2927,38,F,10,1,248000
2928,40,M,10,1,533000
2929,48,M,20,1,46000
2930,24,F,10,1,696000
2931,23,M,15,1,137000
2932,55,F,10,1,277000
2933,52,M,10,1,533000
2934,52,F,10,1,253000
2935,44,F,20,1,595000
2936,50,M,15,1,705000
2937,43,F,15,1,206000
2938,58,F,15,1,94000
2939,42,M,10,1,234000
2940,42,F,20,1,478000
2941,34,M,10,1,31000
2942,47,F,10,1,1000000
2943,29,M,15,1,509000
2944,31,M,10,1,121000
2945,34,F,20,1,789000
2946,56,M,10,1,32000
2947,21,F,10,1,437000
2948,53,M,20,1,971000
2949,42,M,20,1,251000
2950,45,F,10,1,123000
2951,38,M,10,1,663000
2952,27,F,15,1,677000
2953,20,M,10,1,402000
2954,43,M,10,1,658000
2955,27,F,15,1,680000
2956,34,M,15,1,327000
2957,57,F,20,1,133000
2958,28,F,10,1,900000
2959,47,F,15,1,307000
2960,39,F,15,1,622000
2961,29,F,15,1,895000
2962,45,F,15,1,161000
2963,59,M,20,1,734000
2964,55,M,10,1,560000
2965,53,M,15,1,938000
2966,35,F,10,1,636000
2967,48,M,10,1,653000
2968,27,M,20,1,431000
2969,57,M,10,1,239000
2970,32,M,20,1,501000
2971,24,M,20,1,405000
2972,42,F,15,1,244000
2973,31,M,10,1,640000
2974,45,F,10,1,539000
2975,36,M,10,1,534000
2976,33,F,15,1,207000
2977,21,F,10,1,296000
2978,53,F,10,1,842000
2979,43,M,20,1,314000
2980,36,M,20,1,188000
2981,53,F,15,1,758000
2982,42,M,15,1,342000
2983,43,M,15,1,465000
2984,52,F,15,1,803000
2985,39,F,15,1,326000
2986,55,M,20,1,294000
2987,58,M,15,1,898000
2988,38,M,10,1,698000
2989,53,F,20,1,749000
2990,21,F,20,1,661000
2991,44,M,15,1,393000
2992,50,M,15,1,980000
2993,54,M,20,1,201000
2994,26,M,15,1,21000
2995,57,F,10,1,244000
2996,43,F,20,1,678000
2997,41,M,10,1,761000
2998,55,F,15,1,76000
2999,45,F,15,1,778000
3000,44,F,15,1,474000
3001,53,F,10,1,345000
3002,54,F,10,1,146000
3003,40,F,20,1,397000
3004,36,M,15,1,47000
3005,35,F,20,1,850000
3006,24,F,20,1,41000
3007,28,F,10,1,770000
3008,37,M,10,1,583000
3009,34,F,10,1,876000
3010,53,M,15,1,851000
3011,30,M,15,1,168000
3012,30,F,15,1,390000
3013,43,M,15,1,376000
3014,58,F,15,1,672000
3015,31,M,15,1,475000
3016,25,F,10,1,859000
3017,31,M,15,1,522000
3018,47,F,20,1,765000
3019,46,M,15,1,150000
3020,51,M,15,1,322000
3021,30,F,10,1,244000
3022,29,M,20,1,636000
3023,40,M,15,1,589000
3024,49,M,10,1,935000
3025,38,F,15,1,873000
3026,56,F,15,1,161000
3027,27,M,15,1,521000
3028,33,M,15,1,489000
3029,27,M,10,1,913000
3030,30,M,20,1,276000
3031,28,M,10,1,238000
3032,32,M,15,1,233000
3033,47,F,15,1,801000
3034,40,M,15,1,696000
3035,38,F,15,1,45000
3036,55,M,20,1,141000
3037,26,F,20,1,74000
3038,33,F,20,1,902000
3039,45,M,20,1,738000
3040,58,F,10,1,492000
3041,37,F,15,1,593000
3042,51,M,20,1,605000
3043,22,M,20,1,595000
3044,42,M,10,1,112000
3045,58,M,10,1,27000
3046,47,M,15,1,851000
3047,50,M,15,1,915000
3048,58,M,10,1,956000
3049,34,F,15,1,410000
3050,25,M,10,1,501000
3051,47,M,10,1,171000
3052,39,F,15,1,785000
3053,24,M,15,1,949000
3054,32,M,20,1,144000
3055,58,F,15,1,313000
3056,57,F,15,1,346000
3057,24,F,10,1,435000
3058,40,M,10,1,688000
3059,36,F,10,1,605000
3060,33,F,15,1,658000
3061,57,F,20,1,268000
3062,24,F,10,1,401000
3063,59,F,20,1,137000
3064,55,F,15,1,564000
3065,51,M,10,1,590000
3066,25,F,15,1,904000
3067,43,F,15,1,85000
3068,40,F,10,1,380000
3069,44,M,10,1,669000
3070,52,F,10,1,48000
3071,21,F,20,1,343000
3072,46,F,10,1,321000
3073,38,F,15,1,515000
3074,53,M,10,1,622000
3075,45,F,10,1,137000
3076,43,M,10,1,953000
3077,24,M,20,1,398000
3078,49,M,20,1,17000
3079,20,F,20,1,525000
3080,43,F,15,1,689000
3081,32,M,20,1,761000
3082,38,F,15,1,109000
3083,58,M,10,1,498000
3084,51,M,15,1,26000
3085,50,F,20,1,706000
3086,32,F,20,1,493000
3087,54,M,15,1,729000
3088,27,M,15,1,97000
3089,52,F,10,1,939000
3090,24,F,10,1,48000
3091,26,F,10,1,352000
3092,23,F,20,1,750000
3093,32,M,15,1,440000
3094,48,M,10,1,476000
3095,27,F,10,1,946000
3096,30,M,15,1,84000
3097,46,F,10,1,683000
3098,56,F,20,1,602000
3099,50,F,20,1,267000
3100,26,F,10,1,996000
3101,43,M,20,1,371000
3102,40,M,20,1,946000
3103,48,M,20,1,541000
3104,52,F,15,1,280000
3105,43,M,15,1,633000
3106,48,F,15,1,912000
3107,40,F,15,1,312000
3108,20,F,15,1,897000
3109,49,F,20,1,372000
3110,50,F,20,1,417000
3111,50,F,20,1,279000
3112,58,M,20,1,950000
3113,55,F,15,1,35000
3114,29,M,20,1,961000
3115,25,F,20,1,383000
3116,53,M,20,1,775000
3117,21,M,15,1,590000
3118,42,M,10,1,598000
3119,28,M,10,1,102000
3120,29,F,15,1,744000
3121,45,F,10,1,463000
3122,59,F,20,1,208000
3123,30,M,20,1,420000
3124,56,F,15,1,85000
3125,33,F,15,1,208000
3126,51,M,15,1,617000
3127,34,F,15,1,231000
3128,20,F,20,1,116000
3129,20,F,10,1,399000
3130,46,M,10,1,491000
3131,55,F,15,1,978000
3132,37,F,10,1,478000
3133,51,F,10,1,335000
3134,30,F,10,1,70000
3135,25,M,20,1,428000
3136,54,F,10,1,297000
3137,47,F,10,1,849000
3138,26,M,15,1,39000
3139,33,F,10,1,802000
3140,24,F,15,1,49000
3141,29,F,10,1,578000
3142,44,F,10,1,537000
3143,55,M,20,1,615000
3144,45,F,10,1,682000
3145,29,M,10,1,621000
3146,51,F,20,1,881000
3147,24,F,15,1,734000
3148,31,M,15,1,783000
3149,24,F,10,1,611000
3150,46,F,15,1,399000
3151,32,M,20,1,213000
3152,49,F,20,1,964000
3153,23,M,10,1,719000
3154,58,F,10,1,549000
3155,27,M,10,1,41000
3156,59,M,10,1,778000
3157,43,M,15,1,287000
3158,50,M,20,1,395000
3159,58,M,15,1,904000
3160,31,F,20,1,922000
3161,24,F,10,1,853000
3162,37,M,15,1,856000
3163,27,M,20,1,902000
3164,30,M,15,1,970000
3165,34,F,15,1,520000
3166,35,M,15,1,29000
3167,24,F,10,1,978000
3168,26,F,20,1,410000
3169,57,F,20,1,874000
3170,48,M,15,1,118000
3171,31,M,20,1,183000
3172,26,F,10,1,396000
3173,25,F,10,1,212000
3174,51,F,10,1,723000
3175,53,M,10,1,870000
3176,36,F,15,1,64000
3177,33,M,20,1,114000
3178,37,M,10,1,132000
3179,29,M,10,1,762000
3180,58,F,20,1,656000
3181,20,F,15,1,772000
3182,48,M,10,1,828000
3183,34,F,20,1,138000
3184,21,F,10,1,645000
3185,50,F,10,1,48000
3186,53,M,10,1,233000
3187,59,F,10,1,623000
3188,43,M,20,1,940000
3189,47,M,10,1,389000
3190,51,F,20,1,752000
3191,54,M,15,1,135000
3192,40,F,15,1,544000
3193,35,F,15,1,572000
3194,42,F,10,1,663000
3195,25,F,15,1,116000
3196,50,F,10,1,183000
3197,20,M,20,1,178000
3198,44,F,10,1,980000
3199,41,F,20,1,94000
3200,25,M,15,1,835000
3201,38,M,10,1,249000
3202,51,M,20,1,450000
3203,57,M,15,1,358000
3204,33,F,20,1,250000
3205,55,M,10,1,578000
3206,28,M,20,1,936000
3207,29,F,20,1,753000
3208,42,M,20,1,876000
3209,36,F,10,1,930000
3210,32,F,15,1,240000
3211,52,M,10,1,267000
3212,52,M,15,1,207000
3213,49,M,10,1,139000
3214,51,M,10,1,921000
3215,59,M,10,1,179000
3216,58,F,10,1,469000
3217,46,F,20,1,261000
3218,23,M,20,1,649000
3219,35,M,10,1,839000
3220,48,M,20,1,730000
3221,42,F,10,1,103000
3222,32,M,10,1,690000
3223,48,F,10,1,250000
3224,55,M,15,1,160000
3225,57,M,10,1,301000
3226,21,M,20,1,90000
3227,30,F,20,1,788000
3228,34,M,15,1,147000
3229,38,F,15,1,932000
3230,36,M,20,1,136000
3231,33,M,15,1,491000
3232,48,M,15,1,96000
3233,24,M,15,1,310000
3234,26,F,20,1,899000
3235,28,M,10,1,273000
3236,50,F,20,1,985000
3237,33,F,15,1,953000
3238,23,F,10,1,548000
3239,29,F,20,1,105000
3240,41,F,15,1,478000
3241,44,M,10,1,778000
3242,54,F,10,1,258000
3243,59,M,20,1,579000
3244,43,M,10,1,898000
3245,36,M,15,1,843000
3246,46,F,10,1,414000
3247,50,M,10,1,105000
3248,49,M,20,1,844000
3249,32,M,20,1,901000
3250,32,F,15,1,693000
3251,46,M,20,1,109000
3252,36,M,20,1,905000
3253,59,F,10,1,146000
3254,43,F,10,1,327000
3255,53,M,20,1,746000
3256,34,M,20,1,185000
3257,43,F,15,1,160000
3258,32,M,15,1,385000
3259,58,F,10,1,248000
3260,59,M,20,1,948000
3261,23,M,15,1,756000
3262,20,F,15,1,394000
3263,33,F,20,1,947000
3264,31,F,10,1,226000
3265,26,M,10,1,792000
3266,26,M,10,1,354000
3267,43,M,15,1,791000
3268,36,F,20,1,91000
3269,49,M,20,1,939000
3270,55,M,15,1,706000
3271,54,F,15,1,883000
3272,45,F,20,1,485000
3273,24,F,15,1,446000
3274,57,F,10,1,146000
3275,22,M,15,1,450000
3276,23,M,15,1,806000
3277,23,F,10,1,808000
3278,59,M,10,1,206000
3279,45,M,10,1,449000
3280,53,M,20,1,579000
