spec_id,age_at_entry,sex,policy_term,policy_count,sum_assured,duration_mth,premium_pp,av_pp_init,accum_prem_init_pp
D,66,F,12,811.1,371605,0,320793,0,0
A,31,M,15,840.4,469715,0,437524,0,0
C,47,M,6,989.1,404715,0,393238,0,0
B,53,M,9,354.9,359935,0,318741,0,0
D,39,F,16,759.8,569046,0,502093,0,0
A,68,M,18,874.2,505546,0,419377,0,0
D,26,M,12,3.9,532750,0,514894,0,0
C,20,M,18,642.0,563524,0,545358,0,0
B,19,F,8,906.8,509128,0,464527,0,0
A,21,M,20,712.0,655141,0,598519,0,0
A,25,F,9,667.1,518480,0,434144,0,0
D,21,M,13,19.3,604267,0,570537,0,0
D,33,F,18,619.0,484754,0,423192,0,0
B,39,F,18,262.7,437116,0,420926,0,0
D,28,F,11,82.7,660761,0,643382,0,0
D,54,M,12,505.7,424987,0,396240,0,0
A,24,F,11,103.1,609811,0,513317,0,0
B,65,F,7,816.6,538789,0,518472,0,0
A,18,F,13,379.5,601135,0,543241,0,0
A,64,M,6,201.7,384082,0,284723,0,0
D,62,M,18,247.2,668808,0,627595,0,0
D,20,F,17,94.0,640981,0,568245,0,0
C,45,M,19,970.6,631945,0,614482,0,0
D,18,M,20,749.8,356193,0,262264,0,0
D,26,F,14,436.5,688872,0,613146,0,0
C,26,F,19,272.8,505615,0,459329,0,0
A,65,F,13,699.9,695772,0,654500,0,0
A,18,F,18,280.1,554815,0,469135,0,0
B,36,F,17,438.5,699181,0,622958,0,0
A,54,M,14,386.9,513704,0,428749,0,0
B,57,F,16,889.2,604464,0,530008,0,0
C,34,M,18,704.8,302779,0,232096,0,0
B,59,F,20,372.5,487145,0,388021,0,0
C,61,F,17,42.4,310426,0,276000,0,0
A,23,M,11,67.9,501140,0,418007,0,0
C,42,F,16,827.9,477550,0,391527,0,0
A,62,F,18,956.8,460902,0,376351,0,0
C,54,M,19,298.5,304899,0,208119,0,0
B,36,F,6,137.2,363066,0,325503,0,0
D,54,F,9,787.5,359619,0,342811,0,0
A,45,M,6,419.6,449396,0,392785,0,0
D,36,M,15,31.1,698958,0,607179,0,0
B,64,M,11,57.9,452543,0,430466,0,0
D,38,M,12,225.1,673101,0,575132,0,0
C,41,F,14,51.4,361334,0,300531,0,0
D,44,M,17,540.6,672964,0,631800,0,0
C,42,M,11,585.6,388694,0,333147,0,0
D,19,M,8,863.4,333995,0,318818,0,0
C,32,F,16,101.4,413294,0,324587,0,0
B,47,M,7,952.5,473308,0,453663,0,0
D,19,F,12,513.5,386710,0,324273,0,0
C,60,M,12,732.6,489623,0,393628,0,0
C,20,F,12,283.4,538957,0,460999,0,0
D,19,M,12,289.9,393114,0,360916,0,0
A,51,M,17,659.5,618159,0,571531,0,0
C,66,M,20,425.0,639544,0,611775,0,0
A,65,F,10,77.7,448634,0,408796,0,0
D,37,F,16,560.8,318277,0,234126,0,0
B,63,F,10,995.3,655306,0,630080,0,0
C,69,M,6,762.2,370060,0,281690,0,0
B,50,M,14,21.1,401690,0,371576,0,0
B,70,F,6,530.1,575163,0,534974,0,0
D,19,F,6,68.1,534086,0,495582,0,0
C,55,F,12,230.9,372008,0,287707,0,0
A,30,F,13,797.2,666689,0,586517,0,0
A,58,M,11,565.3,512568,0,454939,0,0
A,60,M,12,262.6,344854,0,327127,0,0
C,20,F,7,946.2,679747,0,648079,0,0
D,57,F,16,740.5,560087,0,525524,0,0
C,28,F,9,34.4,607482,0,529741,0,0
A,50,F,8,306.9,337773,0,300144,0,0
B,53,F,13,612.7,379063,0,352647,0,0
B,43,M,15,88.7,420146,0,327540,0,0
A,21,F,10,907.8,680399,0,609332,0,0
B,18,F,8,102.3,520943,0,440765,0,0
D,48,M,5,80.1,317803,0,282010,0,0
C,19,M,18,433.2,336367,0,265891,0,0
C,58,F,15,415.0,682154,0,617815,0,0
C,64,F,20,652.0,367060,0,315271,0,0
C,22,F,10,175.4,473080,0,441463,0,0
A,38,M,19,462.9,481131,0,428293,0,0
D,63,M,16,913.8,562996,0,526005,0,0
B,32,F,15,783.6,369236,0,281157,0,0
D,22,F,17,775.6,329736,0,299872,0,0
D,64,M,20,693.9,641244,0,542975,0,0
D,35,M,9,892.9,672555,0,626627,0,0
B,57,F,5,832.6,380095,0,366240,0,0
C,55,F,8,986.5,529893,0,477536,0,0
A,34,M,11,848.1,591371,0,580608,0,0
A,66,F,18,511.7,525208,0,470416,0,0
C,35,M,14,765.4,362634,0,285731,0,0
B,43,F,8,513.4,489110,0,390357,0,0
A,21,F,16,585.0,574855,0,487935,0,0
D,62,F,16,233.6,406336,0,343829,0,0
B,31,F,10,187.2,622027,0,544734,0,0
D,48,F,15,4.0,649176,0,586207,0,0
B,54,F,7,596.0,487009,0,427271,0,0
D,18,M,15,28.8,352711,0,317010,0,0
A,19,F,20,678.3,508552,0,451910,0,0
C,47,M,12,931.9,323870,0,263893,0,0
B,33,F,8,626.2,460434,0,433645,0,0
C,30,M,19,203.6,349352,0,261178,0,0
B,47,F,17,46.9,504512,0,445827,0,0
B,60,F,18,252.2,369592,0,298482,0,0
D,49,F,17,9.2,621138,0,575428,0,0
C,61,M,13,938.9,651785,0,600392,0,0
D,43,F,9,182.5,527523,0,452770,0,0
B,46,F,17,585.9,316715,0,287575,0,0
A,35,M,16,137.0,696492,0,660329,0,0
D,61,F,7,835.8,640709,0,573698,0,0
A,59,M,14,437.8,404116,0,376297,0,0
B,68,F,16,666.4,450176,0,389534,0,0
D,47,F,7,627.7,382675,0,349198,0,0
B,21,F,19,425.6,542019,0,525258,0,0
C,21,F,9,263.8,634812,0,594278,0,0
D,65,F,6,966.6,593374,0,532937,0,0
B,39,F,11,843.9,603487,0,538956,0,0
D,46,M,16,564.2,435021,0,400617,0,0
B,20,M,5,824.3,639787,0,560577,0,0
C,48,F,17,507.6,662518,0,593499,0,0
A,65,F,19,499.9,456770,0,400110,0,0
D,31,M,14,657.7,671941,0,645698,0,0
D,40,M,19,204.3,411904,0,338155,0,0
C,49,M,8,74.4,545056,0,507477,0,0
B,19,M,14,422.5,519557,0,420549,0,0
B,63,F,6,953.6,658649,0,623781,0,0
D,67,M,8,104.9,543577,0,465894,0,0
B,28,M,8,888.0,590209,0,547715,0,0
D,60,F,11,608.2,554327,0,474746,0,0
D,52,F,13,2.8,415583,0,384395,0,0
C,25,M,5,444.0,679032,0,646072,0,0
B,59,M,13,700.9,558663,0,484643,0,0
B,58,M,10,867.9,363775,0,297813,0,0
A,39,M,10,676.8,478675,0,443218,0,0
B,32,M,12,593.6,459399,0,403324,0,0
B,50,F,18,704.9,393653,0,301838,0,0
C,59,M,5,748.8,652609,0,639001,0,0
C,35,M,17,763.8,371249,0,313605,0,0
D,25,F,9,559.5,487575,0,417731,0,0
D,43,M,19,500.5,355133,0,327870,0,0
C,39,M,10,623.9,647829,0,560117,0,0
C,56,F,8,620.5,449530,0,413775,0,0
D,54,F,9,340.1,626196,0,576984,0,0
B,25,F,11,167.7,385983,0,345582,0,0
B,50,F,19,313.0,525689,0,475547,0,0
A,43,F,12,95.0,541528,0,484210,0,0
C,37,F,8,727.7,315775,0,283588,0,0
D,69,M,13,52.3,310881,0,271609,0,0
B,49,F,12,336.3,622898,0,558094,0,0
C,52,M,11,417.7,458614,0,399686,0,0
C,38,F,15,483.0,655497,0,557982,0,0
A,49,M,10,769.9,541016,0,522215,0,0
A,59,F,18,845.9,559456,0,483149,0,0
B,28,M,6,465.5,634615,0,604107,0,0
B,66,M,5,115.7,667199,0,609406,0,0
B,68,M,9,271.7,602669,0,579941,0,0
A,40,F,15,531.9,334572,0,290359,0,0
B,29,F,10,536.6,436636,0,417951,0,0
D,45,F,5,462.1,581509,0,567514,0,0
B,63,M,8,404.2,603310,0,527982,0,0
A,52,F,7,800.2,666730,0,611448,0,0
A,20,F,17,189.2,670608,0,604862,0,0
D,58,M,20,800.2,566607,0,534414,0,0
A,28,M,10,767.4,666106,0,627615,0,0
A,34,F,20,964.1,480097,0,389495,0,0
B,38,M,18,39.7,324310,0,288266,0,0
D,41,F,19,663.4,698843,0,673967,0,0
A,65,F,12,517.8,635098,0,589756,0,0
D,38,M,11,252.1,455229,0,412696,0,0
D,57,M,9,871.9,568926,0,480852,0,0
D,70,M,5,73.2,511712,0,501564,0,0
D,18,F,15,268.0,577115,0,555413,0,0
B,67,M,18,61.3,496015,0,410761,0,0
B,64,M,18,744.2,425035,0,332946,0,0
B,61,M,13,800.6,662171,0,589316,0,0
A,65,M,12,774.4,368709,0,318571,0,0
C,44,M,15,954.1,601522,0,567981,0,0
D,32,M,19,982.9,485148,0,389215,0,0
A,26,F,16,668.3,460267,0,423548,0,0
B,21,F,16,169.2,315338,0,217363,0,0
B,50,F,5,206.0,630394,0,603252,0,0
D,37,F,15,536.6,406673,0,389901,0,0
D,26,M,5,247.3,698070,0,659342,0,0
A,31,M,8,989.4,446822,0,406332,0,0
A,69,F,20,144.0,428205,0,343493,0,0
B,47,F,20,6.9,617333,0,532462,0,0
C,66,F,11,676.4,563076,0,496110,0,0
A,65,M,15,919.1,646792,0,606876,0,0
C,30,F,8,437.7,686366,0,618277,0,0
A,40,M,8,20.8,666509,0,632272,0,0
B,36,F,12,857.9,365109,0,303594,0,0
A,41,M,16,814.2,393982,0,310703,0,0
A,48,M,17,756.6,365790,0,327291,0,0
A,35,F,14,309.1,580652,0,547905,0,0
A,42,M,20,765.0,594124,0,537089,0,0
A,53,M,20,378.9,354798,0,333538,0,0
B,31,M,11,699.9,623208,0,570192,0,0
D,65,F,15,801.0,655816,0,579139,0,0
A,31,F,8,404.1,584586,0,528344,0,0
D,50,M,7,807.0,385017,0,335693,0,0
A,53,M,20,255.9,398191,0,320421,0,0
C,51,M,19,247.5,582269,0,554404,0,0
D,64,M,18,515.5,508054,0,492701,0,0
C,57,F,16,136.3,403562,0,346335,0,0
A,64,M,6,428.4,608342,0,587268,0,0
B,57,M,13,274.7,562893,0,473205,0,0
D,44,M,18,460.6,467113,0,450009,0,0
C,28,M,16,836.3,580672,0,552198,0,0
D,21,F,5,490.1,368656,0,272296,0,0
B,66,M,19,901.5,506211,0,483494,0,0
A,25,M,18,708.6,396509,0,337744,0,0
D,39,F,17,832.2,335432,0,236199,0,0
A,47,M,19,189.2,391521,0,361564,0,0
B,70,M,7,900.0,532568,0,475452,0,0
A,35,M,6,803.0,696503,0,616064,0,0
A,55,M,6,675.0,365422,0,343760,0,0
B,59,F,10,780.5,473856,0,439353,0,0
B,43,F,7,627.4,574120,0,493957,0,0
B,46,F,11,749.7,428802,0,407539,0,0
C,64,M,7,839.7,675631,0,608724,0,0
D,63,M,13,366.0,356277,0,314368,0,0
C,46,F,5,260.5,595021,0,529953,0,0
A,57,F,12,94.7,486137,0,390589,0,0
B,19,F,20,24.8,532090,0,468974,0,0
B,58,F,16,116.5,303560,0,279290,0,0
D,48,F,8,70.7,477862,0,395100,0,0
B,35,M,19,790.3,355757,0,283284,0,0
D,69,F,18,792.1,419325,0,387389,0,0
B,56,F,19,597.1,300737,0,243355,0,0
A,53,M,9,528.5,609861,0,513245,0,0
D,23,M,17,219.5,564068,0,485356,0,0
B,42,F,15,776.7,461993,0,370487,0,0
C,22,M,19,786.8,406800,0,333651,0,0
C,56,M,12,354.4,306852,0,258526,0,0
D,39,F,10,777.6,614937,0,557688,0,0
A,22,M,10,474.2,688562,0,653973,0,0
B,18,F,20,906.0,361520,0,348126,0,0
C,62,M,5,105.1,605142,0,521193,0,0
C,68,F,15,987.8,372960,0,347713,0,0
C,52,M,10,697.7,451954,0,385561,0,0
D,67,M,13,802.5,600819,0,587678,0,0
D,54,M,17,649.3,680022,0,651153,0,0
A,39,M,7,970.2,359171,0,301477,0,0
B,20,M,9,237.9,567607,0,496483,0,0
A,53,M,14,358.8,391819,0,376669,0,0
D,55,M,5,514.3,300424,0,248901,0,0
A,26,M,13,39.0,404962,0,305254,0,0
B,65,M,16,748.5,531236,0,442135,0,0
C,60,M,6,50.6,394315,0,367310,0,0
C,19,F,16,180.3,321674,0,248221,0,0
C,27,M,8,415.2,431381,0,387904,0,0
D,36,F,20,461.9,603553,0,524514,0,0
A,25,M,12,548.5,688151,0,629091,0,0
D,55,F,12,250.2,690135,0,661795,0,0
A,42,M,9,390.3,486538,0,396137,0,0
A,43,M,7,142.3,618307,0,569185,0,0
D,45,M,11,80.0,412331,0,328012,0,0
C,33,F,16,803.1,356378,0,263452,0,0
D,63,F,6,22.1,610258,0,590787,0,0
C,50,F,8,232.4,449418,0,398626,0,0
B,45,F,16,11.4,551358,0,455937,0,0
B,65,M,9,910.1,488031,0,397560,0,0
C,65,M,18,778.3,656126,0,624568,0,0
B,25,F,19,696.4,418047,0,358478,0,0
C,30,F,7,758.3,600785,0,581240,0,0
D,58,M,14,61.6,652031,0,632748,0,0
D,47,M,15,367.5,408655,0,311080,0,0
D,47,M,13,679.6,307443,0,294712,0,0
C,27,M,19,629.6,502075,0,431256,0,0
A,51,F,7,101.2,649465,0,559613,0,0
D,67,F,6,204.1,411722,0,329759,0,0
D,58,M,8,604.9,471576,0,445655,0,0
B,53,M,20,143.1,605352,0,565402,0,0
B,70,F,6,691.8,405679,0,319784,0,0
B,45,M,17,388.1,504277,0,459439,0,0
D,48,M,18,266.7,400271,0,341104,0,0
B,24,M,19,444.8,307964,0,253300,0,0
B,18,F,9,434.0,622992,0,596248,0,0
C,38,M,7,149.8,468864,0,423049,0,0
B,56,F,12,861.2,502700,0,425676,0,0
C,29,M,9,879.1,369064,0,352194,0,0
A,56,M,8,766.8,477612,0,455140,0,0
D,46,F,17,38.4,636903,0,620171,0,0
B,62,M,16,559.4,606949,0,530146,0,0
A,31,F,20,893.0,559899,0,464886,0,0
D,37,M,17,502.8,542623,0,505948,0,0
C,40,F,19,378.1,535400,0,517450,0,0
A,50,F,11,261.5,553347,0,500509,0,0
B,27,M,16,188.6,391250,0,301504,0,0
B,53,F,6,903.3,638621,0,600860,0,0
A,27,M,14,549.8,405594,0,373072,0,0
C,18,F,9,648.2,580351,0,551147,0,0
A,19,M,8,366.2,410650,0,397214,0,0
C,58,F,8,466.8,677712,0,662159,0,0
C,47,F,15,698.3,420416,0,383039,0,0
A,42,M,9,205.8,678098,0,596973,0,0
C,41,F,7,693.6,454794,0,380882,0,0
A,55,F,20,199.3,392850,0,373808,0,0
A,20,F,11,476.9,379901,0,314924,0,0
B,19,M,18,596.6,465446,0,403248,0,0
D,50,F,9,808.8,333119,0,305169,0,0
D,68,F,8,323.4,587894,0,499810,0,0
D,70,M,10,740.1,401061,0,331461,0,0
C,55,M,16,963.3,668880,0,639461,0,0
C,33,F,12,477.0,428919,0,360916,0,0
C,58,F,6,319.5,571806,0,513469,0,0
C,45,M,18,536.4,500644,0,427535,0,0
C,45,F,12,586.5,334889,0,295039,0,0
B,21,M,17,481.1,668618,0,626864,0,0
B,56,M,15,256.3,493925,0,425793,0,0
A,45,F,15,413.4,327934,0,239873,0,0
C,43,M,15,436.1,583701,0,551218,0,0
A,33,M,18,115.2,573009,0,485140,0,0
B,69,F,8,288.8,525399,0,502732,0,0
B,66,F,17,997.8,408044,0,347522,0,0
D,46,F,16,400.4,696889,0,681162,0,0
B,34,M,19,812.8,608539,0,583770,0,0
A,51,M,18,726.1,554096,0,496440,0,0
C,50,F,6,696.4,598378,0,545361,0,0
B,38,M,6,392.3,403009,0,379986,0,0
D,33,F,5,169.9,678897,0,629650,0,0
C,19,F,7,922.2,309007,0,259968,0,0
A,38,F,14,247.5,426881,0,353394,0,0
C,34,M,16,993.1,599728,0,546711,0,0
A,69,M,8,201.6,618327,0,592404,0,0
B,33,F,12,849.6,476461,0,447419,0,0
A,20,F,7,170.6,692403,0,670012,0,0
D,35,F,8,366.8,624655,0,604414,0,0
A,56,F,10,466.6,525152,0,496663,0,0
C,55,M,8,54.9,441555,0,363441,0,0
A,36,M,17,338.8,307298,0,244470,0,0
A,62,M,17,699.8,309878,0,221164,0,0
C,57,F,16,84.9,388288,0,318019,0,0
D,45,F,12,335.0,422356,0,380945,0,0
C,66,M,5,85.7,320379,0,241479,0,0
A,57,F,20,458.6,398344,0,353539,0,0
A,18,F,13,883.6,578388,0,528072,0,0
D,55,M,15,401.3,367156,0,300834,0,0
C,70,M,20,293.6,686639,0,637820,0,0
D,23,M,14,677.6,531933,0,432241,0,0
B,36,F,5,477.3,553493,0,523677,0,0
A,60,M,17,251.5,550916,0,490342,0,0
C,40,M,20,839.3,314705,0,247978,0,0
C,54,F,8,329.7,352816,0,329669,0,0
B,63,M,19,260.8,426713,0,374197,0,0
D,48,F,13,145.2,305030,0,271809,0,0
C,63,F,6,158.0,583552,0,488969,0,0
D,29,M,7,391.1,471780,0,392916,0,0
D,68,M,13,735.8,499377,0,428156,0,0
B,65,F,17,832.6,359646,0,271377,0,0
B,58,F,14,649.2,379003,0,309657,0,0
C,18,M,14,75.4,388772,0,346996,0,0
C,47,F,14,90.7,563029,0,491190,0,0
D,53,M,9,656.6,342390,0,257818,0,0
C,43,M,13,850.8,339926,0,286604,0,0
A,65,M,13,181.7,634213,0,571717,0,0
D,70,M,9,933.3,363920,0,291700,0,0
A,19,F,19,419.7,657913,0,597102,0,0
C,67,M,10,445.9,437945,0,421490,0,0
A,29,F,5,576.7,384452,0,306925,0,0
A,38,F,8,278.7,349755,0,270274,0,0
D,69,F,14,538.6,512733,0,460078,0,0
A,54,F,5,781.6,628211,0,606184,0,0
D,45,F,9,441.4,600262,0,541611,0,0
B,37,M,14,722.8,376821,0,360599,0,0
A,22,F,7,81.4,670509,0,643941,0,0
A,21,F,14,130.6,626910,0,561200,0,0
C,34,M,8,708.8,357964,0,345844,0,0
A,64,F,12,229.3,301557,0,267082,0,0
A,67,F,12,917.7,461603,0,380599,0,0
B,44,M,18,616.5,444599,0,418230,0,0
B,66,M,6,726.5,663987,0,616136,0,0
C,65,F,9,645.6,695834,0,603792,0,0
C,54,M,12,760.5,669391,0,582768,0,0
B,61,F,12,808.5,462624,0,388628,0,0
B,35,M,14,649.0,438756,0,415980,0,0
C,45,M,12,277.8,664019,0,627582,0,0
B,21,M,9,17.0,610853,0,559892,0,0
C,51,M,16,701.0,520659,0,503613,0,0
C,46,M,11,834.1,421976,0,358066,0,0
B,34,F,7,725.0,515050,0,453306,0,0
C,18,M,8,357.8,669672,0,595890,0,0
D,37,M,6,663.1,348360,0,291784,0,0
B,58,M,9,408.6,650445,0,593346,0,0
D,62,F,10,529.4,605056,0,576616,0,0
D,45,F,16,291.8,425686,0,387102,0,0
A,45,F,19,548.5,555906,0,530322,0,0
B,36,M,12,990.3,529354,0,466023,0,0
C,19,F,10,228.5,388730,0,355369,0,0
D,34,M,16,290.4,620647,0,542022,0,0
A,70,F,5,943.1,452276,0,428397,0,0
A,43,F,8,804.0,464715,0,377846,0,0
D,19,F,15,968.1,586829,0,494420,0,0
A,37,F,12,927.1,515377,0,489688,0,0
B,23,F,10,241.4,473942,0,403327,0,0
A,48,M,15,179.0,311367,0,247992,0,0
B,60,M,5,608.9,617285,0,605898,0,0
B,27,F,10,838.3,500133,0,449018,0,0
D,20,M,12,253.6,347069,0,335679,0,0
D,59,M,11,273.3,342935,0,317877,0,0
C,62,M,20,703.1,661882,0,641357,0,0
C,32,F,10,821.9,415076,0,344450,0,0
A,19,F,10,273.8,661131,0,584852,0,0
B,27,F,15,78.7,690063,0,593260,0,0
B,64,F,9,416.0,621414,0,530487,0,0
B,32,M,19,22.0,546118,0,518358,0,0
B,58,F,14,613.9,625263,0,593232,0,0
B,18,F,7,14.7,622041,0,571506,0,0
C,37,M,19,246.2,448922,0,412581,0,0
A,22,F,8,347.4,571226,0,491008,0,0
B,56,M,11,426.4,530564,0,507124,0,0
B,69,M,17,30.0,494682,0,417325,0,0
B,31,F,18,360.5,675657,0,597003,0,0
B,58,F,15,3.6,692183,0,611862,0,0
A,55,F,16,724.1,681314,0,588553,0,0
C,21,M,5,390.9,617520,0,582239,0,0
B,20,F,6,92.0,579490,0,519259,0,0
B,37,F,8,585.2,599745,0,583090,0,0
D,45,M,17,817.8,514352,0,476869,0,0
B,40,F,15,825.1,445749,0,407617,0,0
A,39,M,9,776.8,407944,0,325818,0,0
B,20,F,15,555.0,481548,0,419209,0,0
C,41,M,11,317.0,480761,0,386284,0,0
B,45,M,10,703.1,335781,0,251017,0,0
B,35,F,6,950.9,321614,0,254783,0,0
A,49,F,10,757.5,465054,0,413965,0,0
C,68,F,9,481.6,395274,0,354565,0,0
D,48,F,18,266.6,514472,0,500508,0,0
B,35,M,20,860.7,324914,0,307334,0,0
A,54,M,14,308.6,642705,0,566393,0,0
C,24,F,13,429.2,387632,0,373866,0,0
B,63,F,6,295.6,568489,0,552372,0,0
C,61,F,6,334.2,586432,0,486473,0,0
A,28,F,9,462.3,554573,0,495212,0,0
B,35,M,8,843.9,547139,0,461111,0,0
D,23,F,5,965.8,589426,0,537141,0,0
A,51,M,5,898.2,652685,0,568836,0,0
B,46,F,19,459.5,496590,0,405746,0,0
C,18,M,8,420.3,327239,0,251560,0,0
A,60,M,18,405.1,618911,0,545711,0,0
B,53,F,20,681.8,446935,0,382204,0,0
C,63,F,14,711.3,461659,0,401422,0,0
C,39,M,9,968.4,375257,0,278522,0,0
A,53,F,14,941.0,302333,0,247276,0,0
D,43,M,5,293.2,613248,0,569093,0,0
B,38,F,16,434.4,528743,0,435315,0,0
D,45,F,6,539.1,615106,0,595255,0,0
D,66,F,7,819.1,360152,0,293171,0,0
D,36,M,12,710.3,514509,0,426240,0,0
C,56,M,10,583.4,598858,0,587774,0,0
C,35,M,12,651.1,563116,0,475328,0,0
C,25,M,17,544.3,669702,0,580850,0,0
D,23,M,9,617.5,308500,0,268751,0,0
A,40,F,12,886.2,545962,0,448747,0,0
C,27,M,5,122.9,345180,0,279702,0,0
A,24,F,10,520.1,699016,0,675145,0,0
A,70,F,10,22.1,304363,0,211367,0,0
D,66,F,18,524.0,356269,0,279607,0,0
B,39,M,17,519.5,538457,0,479439,0,0
B,66,F,11,624.3,383893,0,297764,0,0
C,56,F,19,972.1,679254,0,659291,0,0
A,63,M,16,46.0,399431,0,301087,0,0
D,30,M,20,30.0,504590,0,475710,0,0
B,22,M,18,235.5,400407,0,359203,0,0
A,61,M,12,578.7,430360,0,365028,0,0
C,33,F,18,380.2,460577,0,437310,0,0
C,69,M,6,726.2,407050,0,368743,0,0
B,62,F,16,817.2,691797,0,668240,0,0
B,26,F,17,278.5,672993,0,574870,0,0
D,56,M,15,274.6,305108,0,239117,0,0
D,65,F,10,918.1,366607,0,305285,0,0
D,68,F,13,270.6,515481,0,418729,0,0
C,48,M,17,24.6,512016,0,422799,0,0
B,32,F,8,105.9,335947,0,319028,0,0
C,51,F,5,59.8,489747,0,464152,0,0
B,20,F,15,752.4,608051,0,526732,0,0
C,51,M,12,274.5,514739,0,421956,0,0
D,55,F,10,617.4,411931,0,316059,0,0
C,37,F,17,9.7,317999,0,302114,0,0
D,22,M,9,222.7,487842,0,401993,0,0
D,34,F,18,103.9,595774,0,524928,0,0
A,60,M,7,347.3,335111,0,241648,0,0
C,21,F,5,240.3,644728,0,583307,0,0
A,65,F,10,642.2,324973,0,239341,0,0
D,46,F,10,371.5,504163,0,449927,0,0
C,67,F,13,282.7,557006,0,523636,0,0
B,35,F,10,630.8,348779,0,334576,0,0
D,57,M,15,497.2,354772,0,316890,0,0
B,69,M,12,934.5,676846,0,614515,0,0
D,64,F,9,45.6,668560,0,632930,0,0
D,64,M,13,927.3,316780,0,252772,0,0
D,49,F,15,237.4,408592,0,346256,0,0
B,32,M,5,681.1,475208,0,431313,0,0
A,31,F,16,315.7,593148,0,528682,0,0
D,51,F,17,44.5,476224,0,411298,0,0
B,38,F,19,956.7,637461,0,558797,0,0
C,65,F,11,881.0,560457,0,471124,0,0
C,66,F,10,213.9,582797,0,571277,0,0
B,19,M,20,303.8,526412,0,505335,0,0
A,34,M,14,394.7,312564,0,270104,0,0
B,19,F,20,253.6,650790,0,639985,0,0
D,33,F,20,192.4,301159,0,268045,0,0
A,20,M,10,543.7,475211,0,401344,0,0
A,40,M,8,596.2,683240,0,620727,0,0
D,43,F,13,700.7,325140,0,262386,0,0
C,22,M,8,816.8,677301,0,595586,0,0
D,27,F,18,287.7,487390,0,399539,0,0
A,25,F,11,891.7,376270,0,356680,0,0
A,18,M,6,227.9,330306,0,272750,0,0
D,45,M,19,656.0,681736,0,602248,0,0
D,27,F,13,388.2,537107,0,458057,0,0
A,45,F,18,309.3,440528,0,397684,0,0
D,50,M,11,132.2,308595,0,216681,0,0
D,35,M,19,892.9,393726,0,378128,0,0
C,22,F,12,624.5,659356,0,636628,0,0
D,46,F,9,259.5,426297,0,364430,0,0
D,48,F,10,902.9,583120,0,498445,0,0
D,48,F,18,797.0,669042,0,637749,0,0
A,59,F,7,528.6,364336,0,301430,0,0
B,30,F,9,811.8,372931,0,357223,0,0
B,32,M,17,330.3,349590,0,260026,0,0
D,48,F,20,315.7,478072,0,395124,0,0
B,44,M,15,283.8,301461,0,250826,0,0
D,27,M,20,698.8,484819,0,415890,0,0
D,64,F,15,639.4,675321,0,657268,0,0
A,45,M,12,126.9,619826,0,571213,0,0
A,30,F,18,202.9,303073,0,252007,0,0
A,34,M,18,596.8,449180,0,392482,0,0
D,66,M,17,968.0,620954,0,537391,0,0
A,28,M,5,475.2,682134,0,611271,0,0
D,55,F,6,6.0,648840,0,636510,0,0
A,64,M,7,933.1,464059,0,404550,0,0
B,33,F,15,930.1,583616,0,563229,0,0
A,42,M,5,665.5,448623,0,405669,0,0
B,48,M,10,335.4,492086,0,460152,0,0
B,40,F,13,880.7,517335,0,442677,0,0
B,63,M,15,30.1,648390,0,583368,0,0
D,43,F,20,543.4,350764,0,323408,0,0
A,38,M,13,334.3,627490,0,547289,0,0
A,36,M,19,504.6,303587,0,269899,0,0
B,26,F,18,876.1,308072,0,296038,0,0
B,26,F,12,938.2,653568,0,635867,0,0
A,39,F,12,425.9,547446,0,499374,0,0
C,45,F,14,730.0,669692,0,629503,0,0
D,30,F,6,785.7,344684,0,270458,0,0
A,19,M,10,888.6,654370,0,612753,0,0
A,48,F,13,349.2,579155,0,496289,0,0
B,59,F,6,601.6,447852,0,397569,0,0
C,20,M,10,646.3,329024,0,260908,0,0
A,45,M,15,518.6,499885,0,403605,0,0
C,49,F,13,662.9,505453,0,416088,0,0
A,44,M,19,391.9,676770,0,591931,0,0
A,33,F,11,29.0,447364,0,411861,0,0
A,66,F,9,936.3,429084,0,417962,0,0
B,19,M,7,155.7,535061,0,468513,0,0
C,20,M,11,2.1,447798,0,367028,0,0
B,49,M,12,714.0,583941,0,511459,0,0
D,29,M,14,296.4,324149,0,225958,0,0
B,56,M,16,106.4,333380,0,310291,0,0
D,68,M,16,475.9,580602,0,536948,0,0
C,28,M,12,627.9,471652,0,388798,0,0
A,56,F,6,96.9,662437,0,621379,0,0
D,31,M,8,405.3,421902,0,362171,0,0
B,65,M,6,809.6,687971,0,665908,0,0
C,66,F,16,567.5,327444,0,271596,0,0
D,35,M,17,280.2,651956,0,611977,0,0
B,29,M,14,161.3,668248,0,589939,0,0
A,67,M,10,241.1,635200,0,590114,0,0
D,48,M,14,141.6,509279,0,456271,0,0
A,28,M,6,851.9,509359,0,457215,0,0
A,69,F,17,428.8,548357,0,452965,0,0
D,59,F,14,390.5,549116,0,527362,0,0
D,53,F,18,613.4,693106,0,599631,0,0
B,59,M,20,200.7,483888,0,395361,0,0
D,55,F,16,834.2,679749,0,631534,0,0
B,41,F,5,129.1,491624,0,478582,0,0
A,23,M,9,268.4,361612,0,298005,0,0
A,66,F,13,187.6,561586,0,519332,0,0
C,57,F,8,410.1,639413,0,602324,0,0
B,44,F,10,654.2,592962,0,529193,0,0
